General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We intend to focus on industries that align with the background of our sponsor and management. These industries include the gaming and gaming technology, branded consumer, lodging and entertainment, and Internet commerce sectors, which we refer to as our targeted sectors. Our sponsor is an affiliate of SpringOwl Asset Management, a New York-based and SEC-registered investment adviser with investment experience and a track record of value creation in companies operating in the public markets. SpringOwl has a particular focus on the real estate, gaming and lodging sectors. Jason Ader is our chairman and CEO. He is the co-founder and CEO of SpringOwl Asset Management LLC. Mr. Ader has been involved in turning around companies in the gaming and hospitality industry for many years, including the Las Vegas Sands Corp., where he served as an independent director from 2009-2016, as well as IGT, The Stars Group, and most recently, Playtech.",BLANK CHECKS,0,2020,Contact Information,"OfficeEdge Miami, 701 Brickell Avenue Suite 1550, Miami, Florida 33131, US",(305) 709-6664,,26 Capital Acquisition,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ADERU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,Cantor,-,1/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
