General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We are a prominent brand and a pioneering platform dedicated to serving New Economy participants in China. New Economy is rapidly transforming businesses through cutting-edge technology and innovative business models. New Economy covers a wide and expanding spectrum of industries, including the Internet, hardware and software technologies, consumer and retail and finance industries. It has brought tremendous opportunities to New Economy participants in China, including New Economy companies driven by and traditional companies being transformed by cutting-edge technology and innovative business models, institutional investors and individuals involved in New Economy. We started our business with high-quality New Economy-focused content offerings. Leveraging traffic brought by high-quality content, we have expanded our offerings to business services, including online advertising services, enterprise value-added services and subscription services. According to the CIC survey, we are one of the most recognized platforms among New Economy participants in China. With our significant brand influence, we are well-positioned to continuously capture the high growth potentials of China’s New Economy.",BUSINESS SERVICES,478,2010,Contact Information,"5-6/F, Tower A1, Junhao Central Park Plaza, No. 10 South Chaoyang Park Avenue, Chaoyang District, Beijing, People's Republic of China",+86 10 5825 4106,https://www.36kr.com.,36Kr Holdings,Financial Information,$600.0mil,$60.6 mil (last 12 months),$-52.8 mil (last 12 months),IPO Profile,KRKR,NASDAQ,1.4,$14.50 - $14.50,$20.0 mil,Credit Suisse/ CICC,-,11/8/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
