Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day.1_% Px Chng ,$ Change_Opening,$ Change.1_Close,Star_Ratings,Performed
2011-06-21,Trio Merger ,TMRGU,EarlyBirdCapital,10.0,10.0,10.01,0.0009999999999999788,0.0,0.009999999999999787,1,
2011-06-22,Fidus Investment ,FDUS,Morgan Keegan,15.0,14.75,15.0,0.0,-0.25,0.0,1,
2011-06-22,Vanguard Health Systems ,VHS,BofA Merrill Lynch/ Barclays Capital/ Citi/ Deutsche Bank Securities/ J.P. Morgan,18.0,18.01,18.05,0.0027777777777778173,0.010000000000001565,0.05000000000000071,1,
2011-06-24,KiOR ,KIOR,"Credit Suisse/ UBS Investment Bank/ Goldman, Sachs",15.0,15.0,15.0,0.0,0.0,0.0,1,
2011-06-29,HomeAway ,AWAY,Morgan Stanley,27.0,36.1,40.21,0.4892592592592593,9.1,13.21,3,
2011-06-30,Azteca Acquisition ,AZTAU,Deutsche Bank Securities,10.0,10.0,10.0,0.0,0.0,0.0,1,
2011-06-30,AG Mortgage Investment Trust  ,MITT,Deutsche Bank Securities/ Stifel Nicolaus Weisel/ RBC Capital Markets,20.0,19.64,19.64,-0.017999999999999967,-0.35999999999999943,-0.35999999999999943,1,
2011-07-14,"Oiltanking Partners, L.P. ",OILT,Citi/ Barclays Capital/ J.P. Morgan/ Morgan Stanley,21.5,24.0,23.7,0.1023255813953488,2.5,2.1999999999999997,2,
2011-07-15,Blue Wolf Mongolia Holdings ,MNGLU,Deutsche Bank Securities,10.0,9.99,10.03,0.002999999999999936,-0.009999999999999787,0.029999999999999364,1,
2011-07-15,Nautilus Marine Acquisition ,NMAR.U,Maxim Group,10.0,9.95,9.92,-0.008000000000000007,-0.05000000000000071,-0.08000000000000007,1,
2011-07-20,Skullcandy ,SKUL,BofA Merrill Lynch/ Morgan Stanley,20.0,23.0,20.0,0.0,3.0,0.0,3,
2011-07-20,Zillow  ,Z,Citi,20.0,60.0,35.77,0.7885000000000002,40.0,15.770000000000005,3,
2011-07-21,SunCoke Energy ,SXC,"Credit Suisse/BofA Merrill Lynch/ Goldman, Sachs & Co.",16.0,17.0,17.0,0.0625,1.0,1.0,3,
2011-07-22,Apollo Residential Mortgage ,AMTG,Morgan Stanley/ Credit Suisse/ J.P. Morgan,20.0,19.0,18.65,-0.06750000000000007,-1.0,-1.3500000000000014,1,
2011-07-22,Francescas Holdings ,FRAN,"Goldman, Sachs/ J.P. Morgan/ Jefferies",17.0,23.0,27.65,0.6264705882352939,6.0,10.65,3,
2011-07-27,"American Midstream Partners, LP ",AMID,Cit/ BofA Merrill Lynch,21.0,21.0,20.95,-0.002380952380952415,0.0,-0.05000000000000071,2,Missed
2011-07-27,Dunkin Brands Group ,DNKN,"J.P. Morgan/ Barclays Capital/ Morgan Stanley/ BofA Merrill Lynch/ Goldman, Sachs",19.0,25.0,27.85,0.4657894736842106,6.0,8.850000000000003,3,
2011-07-27,Tangoe ,TNGO,Deutsche Bank/Stifel Niclous Weisel,10.0,11.0,11.65,0.16500000000000006,1.0,1.6500000000000004,1,Missed
2011-07-28,Chefs Warehouse Holdings ,CHEF,Jefferies/ BMO Capital Markets/ Wells Fargo Securities,15.0,17.0,17.5,0.16666666666666666,2.0,2.5,2,
2011-07-28,Horizon Pharma ,HZNP,Stifel Nicolaus Weisel/ Cowen/ JMP Securities,9.0,9.0,9.15,0.016666666666666705,0.0,0.15000000000000036,1,
2011-07-28,Teavana Holdings ,TEA,"BofA Merrill Lynch/ Goldman, Sachs",17.0,28.95,27.8,0.6352941176470589,11.95,10.8,3,
2011-07-28,Wesco Aircraft Holdings ,WAIR,Barclays Capital/ Morgan Stanley,15.0,14.75,14.92,-0.005333333333333338,-0.25,-0.08000000000000007,1,
2011-07-29,C&J Energy Services ,CJES,"Goldman, Sachs/ J.P. Morgan/ Citi",29.0,30.0,30.5,0.05172413793103448,1.0,1.5,3,
2011-08-04,American Capital Mortgage Investment ,MTGE,Citi/ Deutsche Bank Securities/ UBS Investment Bank/ Wells Fargo Securities,20.0,19.0,18.41,-0.07949999999999999,-1.0,-1.59,1,
2011-08-11,Carbonite ,CARB,BofA Merrill Lynch/ J.P. Morgan,10.0,10.93,12.35,0.235,0.9299999999999996,2.35,1,
2011-08-11,SandRidge Permian Trust ,PER,Morgan Stanley/ Raymond James/ RBC Capital Markets/ Wells Fargo Securities,18.0,18.0,18.0,0.0,0.0,0.0,1,
2011-08-17,Tudou Holdings Limited ,TUDO,Credit Suisse/ Deutsche Bank Securities,29.0,25.11,25.59,-0.11758620689655172,-3.890000000000001,-3.41,2,Missed
2011-10-14,Ubiquiti Networks ,UBNT,UBS Investment Bank/ Deutsche Bank Securities/ Raymond James,15.0,16.5,17.5,0.16666666666666666,1.5,2.5,1,
2011-10-19,ZELTIQ Aesthetics ,ZLTQ," J.P. Morgan/ Goldman, Sachs & Co. ",13.0,14.5,15.5,0.19230769230769232,1.5,2.5,1,
2011-10-25,Committed Capital Acquisition  ,CCACU,Broadband Capital Management,5.0,5.1,5.1,0.019999999999999928,0.09999999999999963,0.09999999999999963,1,
2011-11-03,Enduro Royalty Trust,NDRO,"Barclays Capital/ Citigroup/ Goldman, Sachs/ RBC Capital Markets/ Wells Fargo Securities",22.0,21.75,21.26,-0.03363636363636357,-0.25,-0.7399999999999984,1,
2011-11-04,Groupon ,GRPN,"Morgan Stanley/ Goldman, Sachs/ Credit Suisse",20.0,28.0,26.11,0.3055,8.0,6.1099999999999985,3,
2011-11-04,"Rentech Nitrogen Partners, L.P. ",RNF,Morgan Stanley/ Credit Suisse,20.0,20.0,19.85,-0.0074999999999999295,0.0,-0.14999999999999858,2,Missed
2011-11-08,Selway Capital Acquisition ,SWCAU,Aegis Capital/ Chardan Capital Markets,10.0,10.0,9.95,-0.005000000000000071,0.0,-0.05000000000000071,1,
2011-11-09,Imperva ,IMPV,J.P. Morgan/ Deutsche Bank Securities,18.0,23.0,24.0,0.3333333333333333,5.0,6.0,3,
2011-11-11,Chesapeake Granite Wash Trust ,CHKR,Morgan Stanley/ Raymond James,19.0,19.0,18.87,-0.006842105263157842,0.0,-0.129999999999999,1,
2011-11-11,"LRR Energy, L.P. ",LRE,Wells Fargo Securities,19.0,19.0,19.05,0.0026315789473684587,0.0,0.05000000000000071,1,
2011-11-11,NewLink Genetics ,NLNK,Stifel Nicolaus Weisel/ Canaccord Genuity,7.0,7.0,7.08,0.01142857142857144,0.0,0.08000000000000007,1,
2011-11-16,Clovis Oncology ,CLVS,J.P. Morgan/ Credit Suisse,13.0,13.05,12.56,-0.03384615384615381,0.05000000000000071,-0.4399999999999995,2,Missed
2011-11-16,InvenSense ,INVN,Goldman Sachs/Morgan Stanley,7.5,8.3,8.9,0.1866666666666667,0.8000000000000007,1.4000000000000004,2,
2011-11-17,Angie’s List  ,ANGI,BofA Merrill Lynch,13.0,18.0,16.28,0.2523076923076924,5.0,3.280000000000001,3,
2011-11-17,Delphi Automotive PLC  ,DLPH,"Goldman, Sachs/ J.P. Morgan",22.0,21.5,21.33,-0.030454545454545533,-0.5,-0.6700000000000017,1,
2011-11-18,Digital Domain Media Group ,DDMG,Roth Capital Partners,8.5,8.5,7.15,-0.15882352941176467,0.0,-1.3499999999999996,1,
2011-11-18,Intermolecular ,IMI,Morgan Stanley/ J.P. Morgan/ Barclays Capital,10.0,10.0,9.5,-0.05,0.0,-0.5,1,
2011-11-18,Manning & Napier ,MN,BofA Merrill Lynch,12.0,12.0,12.0,0.0,0.0,0.0,1,
2011-11-18,Mattress Firm Holding  ,MFRM,Barclays Capital/ UBS Investment Bank/ William Blair & Company,19.0,22.0,22.0,0.15789473684210525,3.0,3.0,3,
2011-11-23,BlackRock Utility & Infrastructure Trust (BUI),BUI,Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities/ Ameriprise Financial Services/ RBC Capital Markets,20.0,20.0,20.0,0.0,0.0,0.0,1,
2011-12-02,Vanguard Energy ,VNGEU,Paulson Investment,1.0,1.15,1.15,0.1499999999999999,0.1499999999999999,0.1499999999999999,1,
2011-12-09,Memorial Production Partners LP ,MEMP,Citigroup/ Raymond James/ Wells Fargo Securities,19.0,18.82,19.79,0.041578947368421014,-0.17999999999999972,0.7899999999999991,1,
2011-12-09,"Rose Rock Midstream, L.P. ",RRMS,Barclays Capital/ Citigroup/ Deutsche Bank Securities,20.0,20.5,20.0,0.0,0.5,0.0,2,
2011-12-13,Jive Software  ,JIVE,"Morgan Stanley/ Goldman, Sachs",12.0,15.12,15.05,0.2541666666666667,3.1199999999999988,3.0500000000000007,3,
2011-12-14,Sanchez Energy ,SN,Johnson Rice & Company/ Macquarie Capital,22.0,20.0,18.25,-0.17045454545454544,-2.0,-3.75,1,
2011-12-15,Bonanza Creek Energy ,BCEI,Morgan Stanley/ Credit Suisse,17.0,15.5,13.61,-0.1994117647058824,-1.5,-3.390000000000001,1,
2011-12-15,Laredo Petroleum Holdings ,LPI,J.P. Morgan,17.0,17.25,18.1,0.06470588235294128,0.25,1.1000000000000014,1,
2011-12-15,Michael Kors Holdings ,KORS,"Morgan Stanley/ J.P. Morgan/ Goldman, Sachs & Co.",20.0,25.0,24.2,0.21,5.0,4.199999999999998,3,
2011-12-15,"Mid-Con Energy Partners, LP  ",MCEP,RBC Capital Markets,18.0,17.72,18.05,0.0027777777777778173,-0.28000000000000114,0.05000000000000071,1,
2011-12-16,"Inergy Midstream, L.P. ",NRGM,Morgan Stanley/ Barclays Capital/ BofA Merrill Lynch/ Credit Suisse/ Wells Fargo Securities,17.0,17.0,17.65,0.03823529411764698,0.0,0.6499999999999986,1,
2011-12-16,Zynga  ,ZNGA,"Morgan Stanley/ Goldman, Sachs",10.0,11.0,9.5,-0.05,1.0,-0.5,3,
2010-01-22,Cellu Tissue Holdings ,CLU,Goldman Sachs/J.P. Morgan/BofA Merrill Lynch,13.0,12.3,11.9,-0.08461538461538459,-0.6999999999999993,-1.0999999999999996,1,
2010-01-22,Chesapeake Lodging Trust ,CHSP,J.P. Morgan/Dutsche Bank/FBR,20.0,19.25,19.0,-0.05,-0.75,-1.0,1,
2010-01-22,Symetra Financial ,SYA,BofA/JP Morgan/Goldman Sachs/Barclays Capital,12.0,12.7,12.75,0.0625,0.6999999999999993,0.75,1,
2010-01-26,Andatee China Marine Fuel Services ,AMCF,Rodman Renshaw/Newbridge,6.3,6.3,5.77,-0.08412698412698418,0.0,-0.5300000000000002,1,
2010-01-28,IFM Investments Limited ,CTC,Goldman Sachs/Morgan Stanley,7.0,7.15,7.3,0.04285714285714283,0.15000000000000036,0.2999999999999998,1,
2010-01-29,China Electric Motor ,CELM,Roth Capital/West Park Capital,4.5,4.7,4.45,-0.011111111111111072,0.20000000000000015,-0.049999999999999815,1,
2010-02-03,Ironwood Pharmaceutical ,IRWD,J.P.Morgan/Morgan Stanley/Credit Suisse,11.25,11.31,11.65,0.03555555555555559,0.0600000000000005,0.4000000000000004,1,
2010-02-09,Solar Capital ,SLRC,Citi/J.P. Morgan/Morgan Stanley/Sun Trust,18.75,17.8,18.0,-0.04,-0.9499999999999992,-0.75,1,
2010-02-10,Piedmont Office Trust Realty ,PDM,Morgan Stanley/J.P. Morgan,14.5,14.75,15.6,0.07586206896551721,0.25,1.0999999999999996,1,
2010-02-10,Terreno Realty ,TRNO,Goldman Sachs,20.0,18.75,18.65,-0.06750000000000007,-1.25,-1.3500000000000014,1,
2010-02-11,Generac Holdings ,GNRC,J.P. Morgan/Goldman Sachs,13.0,13.0,12.84,-0.012307692307692318,0.0,-0.16000000000000014,1,
2010-02-11,Graham Packaging ,GRM,Citi/Goldman Sachs/Deutsche Bank,10.0,10.0,10.2,0.019999999999999928,0.0,0.1999999999999993,1,
2010-02-11,QuinStreet ,QNST,Credit Suisse/BofA Merrill Lynch/J.P. Morgan,15.0,15.1,15.0,0.0,0.09999999999999963,0.0,1,
2010-02-26,Sprott Physical Gold Trust ,PHYS,Morgan Stanley/RBC,10.0,9.65,9.59,-0.041000000000000016,-0.34999999999999964,-0.41000000000000014,1,
2010-03-01,Anthera Phamaceuticals ,ANTH,Deutsche Bank,7.0,7.0,7.01,0.0014285714285713982,0.0,0.009999999999999787,1,
2010-03-10,Baltic Trading Limited ,BALT,Morgan Stanley/Dahlman Rose,14.0,14.0,13.96,-0.0028571428571427964,0.0,-0.03999999999999915,1,
2010-03-11,Sensata Technologies ,ST,Morgan Stanley/Barclays Capital/Goldman Sachs,18.0,18.0,18.5,0.027777777777777776,0.0,0.5,1,
2010-03-12,AVEO Pharmaceuticals ,AVEO,J.P. Morgan/Morgan Stanley,9.0,8.25,9.0,0.0,-0.75,0.0,1,
2010-03-12,Crude Carriers,CRU,UBS Investment Bank/BofA Merrill Lynch/Wells Fargo Securities,19.0,19.0,19.0,0.0,0.0,0.0,1,
2010-03-16,Financial Engines ,FNGN,Goldman Sachs,12.0,14.95,17.25,0.4375,2.9499999999999997,5.25,2,
2010-03-24,Calix Networks ,CALX,Goldman Sachs/Morgan Stanley,13.0,17.0,15.1,0.16153846153846152,4.0,2.1,2,
2010-03-24,First Interstate BancSystem ,FIBK,Barclays Capital,14.5,15.98,15.7,0.08275862068965513,1.4800000000000004,1.1999999999999993,2,
2010-03-24,MaxLinear ,MXL,Morgan Stanley/Deutsche Bank,13.0,17.0,18.7,0.4384615384615384,4.0,5.699999999999998,3,
2010-03-26,China Lodging Group ,HTHT,Goldman Sachs/Morgan Stanley,12.25,13.5,13.92,0.1363265306122449,1.25,1.67,2,
2010-03-31,Scorpio Tankers ,STNG,Morgan Stanley/ Dahlman Rose,13.0,12.9,12.56,-0.03384615384615381,-0.09999999999999963,-0.4399999999999995,1,
2010-03-31,SS&C Technologies Holdings ,SSNC,J.P. Morgan,15.0,16.0,15.08,0.005333333333333338,1.0,0.08000000000000007,3,
2010-03-31,Meru Networks ,MERU,BofA Merrill Lynch,15.0,20.0,19.17,0.2780000000000001,5.0,4.170000000000002,3,
2010-04-01,Primaerica ,PRI,Citi,15.0,19.15,19.65,0.3099999999999999,4.149999999999999,4.649999999999999,2,
2010-04-09,Metals USA Holdings ,MUSA,Goldman Sachs,21.0,20.5,19.2,-0.08571428571428574,-0.5,-1.8000000000000007,3,Missed
2010-04-09,Tengion ,TNGN,Piper Jaffray/Leerink Swann,5.0,5.0,5.02,0.003999999999999915,0.0,0.01999999999999957,1,
2010-04-16,Chatham Lodging Trust ,CLDT,Barclays Capital,20.0,20.25,20.5,0.025,0.25,0.5,1,
2010-04-22,Codexis ,CDXS,Credit Suisse/Goldman Sachs,13.0,13.0,13.26,0.019999999999999983,0.0,0.2599999999999998,3,Missed
2010-04-22,DynaVox ,DVOX,Piper Jaffray/Jefferies,15.0,15.0,15.0,0.0,0.0,0.0,3,Missed
2010-04-22,Alimera Sciences ,ALIM,Credit Suisse/Citi,11.0,11.0,11.0,0.0,0.0,0.0,1,
2010-04-22,Global Geophysical Services ,GGS,Credit Suisse/Barclays Capital,12.26,12.0,12.0,-0.021207177814029348,-0.2599999999999998,-0.2599999999999998,1,
2010-04-22,Mitel Networks ,MITL,BofA Merrill Lynch/J.P. Morgan/UBS Investment Bank,14.0,12.75,12.3,-0.12142857142857134,-1.25,-1.6999999999999993,1,
2010-04-22,SPS Commerce ,SPSC,Thomas Weisel Partners,12.0,14.0,13.6,0.1333333333333333,2.0,1.5999999999999996,3,
2010-04-23,Excel Trust ,EXL,Morgan Stanley/Barclays Capital/UBS Investment Trust,14.0,13.25,13.3,-0.04999999999999995,-0.75,-0.6999999999999993,1,
2010-04-29,Alpha and Omega Semiconductor ,AOSL,Deutsche Bank/Piper Jaffray,18.0,18.11,17.7,-0.016666666666666705,0.10999999999999943,-0.3000000000000007,2,Missed
2010-04-29,Convio ,CNVO,Thomas Weisel Partners/ Piper Jaffray,9.0,10.0,10.24,0.1377777777777778,1.0,1.2400000000000002,1,
2010-04-30,PAA Natural Gas Storage ,PNG,Barclays Capital/ UBS Investment Bank,21.5,22.5,23.25,0.08139534883720931,1.0,1.75,2,
2010-05-03,S&W Seed ,SANWU,Paulson Investment/Feltl,11.0,10.89,10.7,-0.027272727272727337,-0.10999999999999943,-0.3000000000000007,1,
2010-05-05,Charm Communications ,CHRM,Credit Suisse,9.5,9.51,9.4,-0.01052631578947365,0.009999999999999787,-0.09999999999999963,1,
2010-05-05,Douglas Dynamics ,PLOW,Credit Suisse/ Oppenheimer,11.25,22.26,11.29,0.00355555555555548,11.010000000000002,0.03999999999999915,1,
2010-05-12,Niska Gas Storage ,NKA,Goldman Sachs/Morgan Stanley,20.5,19.5,19.1,-0.0682926829268292,-1.0,-1.3999999999999986,2,Missed
2010-05-13,Express ,EXPR,BofA Merrill Lynch/Goldman Sachs,17.0,17.05,16.75,-0.014705882352941175,0.05000000000000071,-0.25,1,
2010-05-13,Roadrunner Transportation Services Holdings ,RRTS,Baird/ BB&T Capital Markets/ Stifel Nicolaus,14.0,14.0,13.75,-0.017857142857142856,0.0,-0.25,1,
2010-05-13,TeleNav ,TNAV,J.P. Morgan/Deutsche Bank,8.0,9.0,9.8,0.2250000000000001,1.0,1.8000000000000007,1,
2010-05-14,JinkoSolar Holding ,JKS,Credit Suisse,11.0,11.0,11.01,0.0009090909090908897,0.0,0.009999999999999787,1,
2010-05-14,Kingtone Wireless Soultion ,KONE,Roth Capital Partners,4.0,4.0,3.94,-0.015000000000000013,0.0,-0.06000000000000005,1,
2010-05-14,Noranda Aluminum Holding ,NOR,BofA Merrill Lynch,8.0,8.3,8.8,0.10000000000000007,0.3000000000000007,0.8000000000000007,1,
2010-05-20,57th Street Acquisiton ,SQTC.U,Morgan Joseph/Ladenburg Thalmann,10.0,10.0,10.0,0.0,0.0,0.0,1,
2010-05-20,Accretive Health ,AH,Goldman Sachs/Credit Suisse,12.0,12.0,12.74,0.061666666666666675,0.0,0.7400000000000002,1,
2010-05-20,ReachLocal ,RLOC,J.P. Morgan/BofA Merrill Lynch,13.0,13.0,12.66,-0.026153846153846142,0.0,-0.33999999999999986,1,
2010-05-28,GenMark Diagnostics ,GNMK,Piper Jaffray,6.0,6.0,6.0,0.0,0.0,0.0,1,
2010-06-11,China New Borun ,BOR N,Piper Jaffray,7.0,7.0,7.0,0.0,0.0,0.0,1,
2010-06-15,CBOE Holdings ,CBOE,Goldman Sachs,29.0,32.8,32.49,0.12034482758620695,3.799999999999997,3.490000000000002,3,
2010-06-16,BroadSoft ,BSFT,Goldman Sachs/Jefferies,9.0,8.25,8.3,-0.0777777777777777,-0.75,-0.6999999999999993,2,Missed
2010-06-17,Higher One Holdings ,ONE,Goldman Sachs,12.0,13.5,14.27,0.18916666666666665,1.5,2.27,1,
2010-06-17,Oasis Petroleum ,OAS,Morgan Stanley/UBS Investment Bank,14.0,14.85,14.88,0.06285714285714293,0.8499999999999996,0.8800000000000008,1,
2010-06-18,China Intelligent Lighting & Electronics ,CIL,Rodman & Renshaw.WestPark Capital,3.0,2.85,2.95,-0.01666666666666661,-0.1499999999999999,-0.049999999999999815,1,
2010-06-18,Motricity ,MOTR,J.P. Morgan/Golldman Sachs,10.0,9.89,9.26,-0.07400000000000002,-0.10999999999999943,-0.7400000000000002,2,Missed
2010-06-24,Hudson Pacific Properties ,HPP,BofA Merrill Lych/Barclays Capital/Morgan Stanley,17.0,17.5,17.4,0.0235294117647058,0.5,0.3999999999999986,1,
2010-06-25,Fabrinet ,FN,Morgan Stanley/Deutsche Bank,10.0,10.95,10.75,0.075,0.9499999999999992,0.75,1,
2010-06-29,Tesla Motors ,TSLA,"Goldman, Sachs/ Morgan Stanley/ J.P. Morgan/ Deutsche Bank Securities",17.0,19.0,23.98,0.4105882352941177,2.0,6.98,3,
2010-06-30,HiSoft Technology International ,HSFT,Deutsche Bank,10.0,10.27,10.4,0.040000000000000036,0.2699999999999996,0.4000000000000004,1,
2010-07-01,AutoNavi Holdings ,AMAP,Goldman Sachs,12.5,13.02,13.5,0.08,0.5199999999999996,1.0,1,
2010-07-14,Oxford Resources Parntners L.P. ,OXF,Barclays Capital/Citi,18.5,18.25,17.96,-0.029189189189189144,-0.25,-0.5399999999999991,1,
2010-07-15,SMART Technologies ,SMT,Morgan Stanley/ Deutsche Bank Securities/ RBC Capital Markets/ BofA Merrill Lynch/ Credit Suisse,17.0,17.5,17.05,0.002941176470588277,0.5,0.05000000000000071,2,
2010-07-16,Qlink Technologies ,QLIK,Morgan Stanley/Citi/J.P. Morgan,10.0,12.0,12.8,0.2800000000000001,2.0,2.8000000000000007,3,
2010-07-16,RealD ,RLD,J.P. Morgan/Piper Jaffrey,16.0,19.55,19.51,0.2193750000000001,3.5500000000000007,3.5100000000000016,3,
2010-07-20,Camelot Information Systems ,CIS,Goldman Sachs/Barclays Capital,11.0,10.01,10.65,-0.03181818181818179,-0.9900000000000002,-0.34999999999999964,1,
2010-07-22,Ameresco ,AMRC,BofA Merril Lynch,10.0,10.33,10.17,0.016999999999999994,0.3300000000000001,0.16999999999999993,1,
2010-07-22,Green Dot ,GDOT,J.P. Morgan/Morgan Stanlry,36.0,42.1,43.99,0.2219444444444445,6.100000000000001,7.990000000000002,3,
2010-07-29,Chesapeake Midstream Partners ,CHKM,Citi/Morgan Stanley,21.0,22.25,22.4,0.0666666666666666,1.25,1.3999999999999986,1,
2010-07-29,Envestnet ,ENV,Morgan Stanley/UBS Investment Bank/Barclays Capital,9.0,9.35,10.23,0.13666666666666671,0.34999999999999964,1.2300000000000004,1,
2010-07-29,Molycorp ,MCP,Morgan Stanley/J.P. Morgan,14.0,13.25,12.85,-0.08214285714285717,-0.75,-1.1500000000000004,1,
2010-08-03,Trius Therapeutics ,TSRX,Credit Suisse/Piper Jaffray,5.0,5.1,5.0,0.0,0.09999999999999963,0.0,1,
2010-08-05,Ambow Education Holding,AMBO,J.P. Morgan/ Goldman Sachs (Asia),10.0,10.04,9.25,-0.075,0.03999999999999915,-0.75,2,Missed
2010-08-05,Gordmans Stores,GMAD,Piper Jaffray/Wells Fargo Securities,11.0,11.0,11.03,0.002727272727272669,0.0,0.029999999999999364,2,Missed
2010-08-06,Intralink Holdings ,IL,Morgan Stanley/Deutsche Bank/Credit Suisse,13.0,10.0,9.61,-0.2607692307692308,-3.0,-3.390000000000001,1,
2010-08-06,NuPathe ,PATH,Leerink Swann/Lazard Capital Markets,10.0,10.04,9.25,-0.075,0.03999999999999915,-0.75,1,
2010-08-06,NXP Semiconductors NV ,NXPI,Credit Suisse/Goldman Sachs/Morgan Stanley,14.0,11.0,11.03,-0.2121428571428572,-3.0,-2.9700000000000006,1,
2010-08-11,China Kanghui Holdings ,KH,Morgan Stanley/ Piper Jaffray,10.25,10.29,12.16,0.18634146341463415,0.03999999999999915,1.91,1,
2010-08-11,MediaMind Technologies ,MDMD,J.P. Morgan/Deutsche Bank,11.5,10.5,11.0,-0.043478260869565216,-1.0,-0.5,1,
2010-08-12,MakeMyTrip Limited ,MMYT,Morgan Stanley,14.0,22.0,26.45,0.8892857142857142,8.0,12.45,1,Missed
2010-08-12,RealPage ,RP,Credit Suisse/ Deutsche Bank Securities,11.0,13.0,14.52,0.31999999999999995,2.0,3.52,1,
2010-08-13,Electromed,ELMD,Feltl and Company,4.0,4.05,3.98,-0.0050000000000000044,0.049999999999999815,-0.020000000000000014,1,
2010-08-26,Whitestone REIT ,WSR,Wunderlich/Ladenburg Thalmann,12.0,12.0,11.5,-0.04166666666666666,0.0,-0.5,1,
2010-09-17,SouFun Holdings Limited ,SFUN,Deutsche Bank Securities/ Goldman Sachs (Asia) L.L.C,42.5,67.0,73.5,0.7294117647058823,24.5,31.0,3,
2010-09-23,CoreSite Realty ,COR,Citi/BofA Merrill Lynch/RBC Capital Markets,16.0,16.0,16.01,0.0006250000000000978,0.0,0.010000000000001565,1,
2010-09-24,SciQuest ,SQI,Stifel Nicolaus Weisel,9.5,11.5,12.27,0.29157894736842105,2.0,2.77,2,
2010-09-28,Amyris ,AMRS,Morgan Stanley/Goldman Sachs/J.P. Morgan,16.0,16.5,16.5,0.03125,0.5,0.5,1,
2010-09-28,Country Style Cooking Restaurant Chain ,CCSC,BofA Merrill Lynch/ Credit Suisse,16.5,25.0,24.3,0.4727272727272728,8.5,7.800000000000002,3,
2010-09-30,Elster Group ,ELT,Deutsche Bank Securities,13.0,13.0,13.75,0.0576923076923077,0.0,0.75,1,
2010-09-30,Rhino Resources Partners ,RNO,Raymond James,20.5,20.5,21.1,0.029268292682926893,0.0,0.6000000000000014,1,
2010-10-01,China Ming Yang Wind Power Group ,MY,Morgan Stanley/ Credit Suisse/ BofA Merrill Lynch,14.0,14.15,13.25,-0.05357142857142857,0.15000000000000036,-0.75,3,Missed
2010-10-01,ChinaCache International Holdings ,CCIH,BofA Merrill Lynch/ Deutsche Bank Securities,13.9,27.0,27.15,0.9532374100719424,13.1,13.249999999999998,3,
2010-10-01,The KEYW Holding ,KEYW,SunTrust Robinson Humphrey,10.0,10.3,11.38,0.13800000000000007,0.3000000000000007,1.3800000000000008,2,
2010-10-07,Daqo New Energy ,DQ,Morgan Stanley,9.5,9.98,10.25,0.07894736842105263,0.4800000000000004,0.75,1,
2010-10-08,Cazador Acquisition Corporation ,CAZAU,Rodman & Renshaw,10.0,10.0,10.0,0.0,0.0,0.0,1,
2010-10-08,Ellington Financial LLC ,EFC,Deutsche Bank Securities,22.5,21.5,21.75,-0.03333333333333333,-1.0,-0.75,1,
2010-10-08,Global Education & Technology Group ,GEDU,Credit Suisse/ BofA Merrill Lynch,10.5,12.0,12.2,0.16190476190476186,1.5,1.6999999999999993,3,
2010-10-12,Hicks Acquisition Company 11 ,HKACU,Citi/Deutsche Bank,10.0,10.0,10.0,0.0,0.0,0.0,1,
2010-10-14,Campus Crest Communities ,CCG,"Raymond James/ Citi/ Goldman, Sachs/ Barclay Capital/ RBC Capital Markets",12.5,12.5,12.51,0.0007999999999999829,0.0,0.009999999999999787,1,
2010-10-15,Body Central ,BODY,Piper Jaffray/ Jefferies & Company,13.0,14.49,13.0,0.0,1.4900000000000002,0.0,2,
2010-10-15,Tower International ,TOWR,Goldman Sachs/Citi/J.P. Morgan,13.0,13.55,13.0,0.0,0.5500000000000007,0.0,1,
2010-10-19,NetSpend Holdings ,NTSP,"Goldman, Sachs/ BofA Merrill Lynch/ William Blair",11.0,13.0,13.0,0.18181818181818185,2.0,2.0,2,
2010-10-19,ShangPharma ,SHP,Citi/ J.P. Morgan,15.0,15.0,12.75,-0.15,0.0,-2.25,3,Missed
2010-10-20,TAL Education Group ,XRS,Credit Suisse/ Morgan Stanley,10.0,14.0,15.0,0.5,4.0,5.0,2,
2010-10-21,Bravo Brio Restaurant Group ,BBRG,Jefferies & Company/ Piper Jaffray/ Wells Fargo Securities,14.0,14.5,15.9,0.13571428571428573,0.5,1.9000000000000004,2,
2010-10-21,Vera Bradley ,VRA,Baird/ Piper Jaffray,16.0,23.0,24.85,0.5531250000000001,7.0,8.850000000000003,2,
2010-10-22,Aegerion Pharmaceuticals ,AEGR,Leerink Swann/ Lazard Capital Markets,9.5,10.0,10.8,0.13684210526315796,0.5,1.3000000000000007,1,
2010-10-26,Mecox Lane Limited ,MCOX,Credit Suisse/ UBS Investment Bank,11.0,17.5,17.26,0.5690909090909092,6.5,6.2600000000000025,3,
2010-10-27,Pacific Biosciences of California ,PACB,J.P.Morgan/ Morgan Stanley,16.0,16.5,16.44,0.02750000000000008,0.5,0.4400000000000013,1,
2010-10-28,ExamWorks Group ,EXAM,"Goldman, Sachs & Co./ Credit Suisse",16.0,16.75,16.8,0.05000000000000005,0.75,0.8000000000000007,2,
