Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day.1_% Px Chng ,$ Change_Opening,$ Change.1_Close,Star_Ratings,Performed,year,CUSIP,Offer Date,IPO Name,Ticker,VC Dummy,Rollup dummy,CRSP PERM,Dual dummy,Internet dummy,Post-Issue shares,Founding,uw_max_rank,top_tier_uw,month,avg_net_ipo,num_ipo,net_num_ipo,perc_price_above
2005-12-12,DealerTrack Holdings ,TRAK,Lehman Brothers/JP Morgan,17.0,19.75,19.25,0.1323529411764706,2.75,2.25,3,,2005.0,24230910,2005-12-12,DealerTrack Holdings,TRAK,0,0,91032,0,1,.,2001.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-13,Suntech Power Holdings ,STP,Credit Suisse First Boston/Morgan Stanley,15.0,20.35,21.2,0.4133333333333333,5.350000000000001,6.199999999999998,2,,2005.0,86800C10,2005-12-13,Suntech Power Holdings,STP,1,0,91061,0,0,.,2001.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-14,Republic Property Trust,RPB,Lehman Brothers/Bear Stearns,12.0,12.0,12.0,0.0,0.0,0.0,1,,2005.0,76073710,2005-12-14,Republic Property Trust,RPB,0,0,91058,1,0,28594000,-99.0,0.0,0,12.0,6.2,23.0,12,0.33
2005-12-14,Somaxon Pharmaceuticals ,SOMX,Morgan Stanley/JP Morgan,11.0,11.0,10.71,-0.026363636363636287,0.0,-0.28999999999999915,1,,2005.0,83445310,2005-12-14,Somaxon Pharmaceuticals,SOMX,1,0,91028,0,0,.,2003.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-14,Carolina National Bank ,CNCP,Scott & Stringfellow,16.0,16.85,17.0,0.0625,0.8500000000000014,1.0,2,,2005.0,14406010,2005-12-16,Carolina National Corp,CNCP,0,0,91017,0,0,.,2002.0,5.001,0,12.0,6.2,23.0,12,0.33
2005-12-14,Copa Holdings S.A. ,CPA,Morgan Stanley/Goldman Sachs,20.0,22.53,24.25,0.2125,2.5300000000000007,4.25,3,,2005.0,P3107610,2005-12-14,Copa Holdings S.A.,CPA,0,0,91065,1,0,43750000,1947.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-15,Endeavor Acquisition,EDA-U,Ladenburg Thalmann/Broadband Capital Markets,8.0,8.01,8.0,0.0,0.009999999999999787,0.0,1,,2005.0,,,,,,,,,,,,6.001,0,12.0,6.2,23.0,12,0.33
2005-12-15,Directed Electronics ,DEIX,Goldman Sachs/JP Morgan,16.0,17.0,14.0,-0.125,1.0,-2.0,3,,2005.0,25457510,2005-12-16,Directed Electronics,DEIX,0,0,91022,0,0,.,1982.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-15,Emergency Medical Services ,EMS,Banc of America/JP Morgan,14.0,14.0,13.1,-0.06428571428571431,0.0,-0.9000000000000004,1,,2005.0,29100P10,2005-12-16,Emergency Medical Services,EMS,0,0,91045,1,0,41498370,1955.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-15,Spansion ,SPSN,Citigroup/Credit Suisse First Boston,12.0,12.0,13.55,0.12916666666666676,0.0,1.5500000000000007,1,,2005.0,84649R10,2005-12-16,Spansion,SPSN,0,0,91029,1,0,123082336,1993.0,9.001,1,12.0,6.2,23.0,12,0.33
2005-12-16,Star Maritime Acquisition ,SEA-U,Maxim Group/EarlyBirdCapital,10.0,9.9,9.92,-0.008000000000000007,-0.09999999999999963,-0.08000000000000007,1,,2005.0,,,,,,,,,,,,3.0010000000000003,0,12.0,6.2,23.0,12,0.33
2005-12-16,Boulder Specialty Brands ,BDSBU,Citigroup/Roth Capital Partners,8.0,9.0,9.0,0.125,1.0,1.0,1,,2005.0,,,,,,,,,,,,4.001,0,12.0,6.2,23.0,12,0.33
2005-12-20,CRM Holdings ,CRMH,Sandler O'Neill/KeyBanc Capital Markets,13.0,13.11,13.0,0.0,0.10999999999999943,0.0,2,Missed,2005.0,G2554P10,2005-12-21,CRM Holdings,CRMH,0,0,91019,0,0,.,1999.0,8.001,1,12.0,6.2,23.0,12,0.33
2005-12-20,Pixelplus Ltd. ,PXPL,Jefferies Broadview/WR Hambracht+Co.,8.0,8.03,8.01,0.0012499999999999734,0.029999999999999364,0.009999999999999787,1,,2005.0,72582A10,2005-12-21,Pixelplus Ltd.,PXPL,1,0,91026,0,9,.,2000.0,7.001,0,12.0,6.2,23.0,12,0.33
2005-12-21,NUCRYST Pharmaceuticals ,NCST,Jefferies,10.0,10.0,10.0,0.0,0.0,0.0,1,,2005.0,67035Q10,2005-12-22,NUCRYST Pharmaceuticals,NCST,0,0,91013,0,0,.,1997.0,5.001,0,12.0,6.2,23.0,12,0.33
2004-01-08,K-Sea Transportation Partners ,KSP,Lehman Brothers/UBS Investment Bank,23.5,26.5,27.09,0.15276595744680851,3.0,3.59,2,,2004.0,48268Y101,2004-01-08,K-Sea Transportation LP,KSP,0,0,89989,1,0,8330000,1999.0,8.001,1,1.0,28,11.0,3,0.67
2004-01-12,Crosstex Energy ,XTXI,AG Edwrads,19.5,23.25,25.4,0.3025641025641025,3.75,5.899999999999999,2,,2004.0,22765Y104,2004-01-13,"CrossTex Energy, Inc.",XTXI,0,0,90017,0,0,.,1992.0,7.001,0,1.0,28,11.0,3,0.67
2004-01-22,Portec Rail Products ,PRPX,Ferris Baker Watts,10.0,10.3,9.96,-0.003999999999999915,0.3000000000000007,-0.03999999999999915,1,,2004.0,736212101,2004-01-23,Portec Rail Products Inc,PRPX,0,0,90013,0,0,.,1906.0,5.001,0,1.0,28,11.0,3,0.67
2004-01-26,Government Properties Trust ,GPP,Friedman Billings Ramsey,10.0,13.9,13.02,0.30199999999999994,3.9,3.02,2,,2004.0,38374W107,2004-01-26,Government Properties Trust,GPP,0,0,89987,.,0,.,-99.0,5.001,0,1.0,28,11.0,3,0.67
2004-01-29,Eyetech Pharmaceuticals ,EYET,Merrill Lynch/Morgan Stanley,21.0,29.5,32.4,0.5428571428571428,8.5,11.4,3,,2004.0,302297106,2004-01-29,Eyetech Pharmaceuticals Inc,EYET,1,0,90008,0,0,.,2000.0,9.001,1,1.0,28,11.0,3,0.67
2004-02-02,TRW Automotive ,TRW,Goldman Sachs/CS First Boston/JP Morgan,28.0,27.35,27.1,-0.032142857142857084,-0.6499999999999986,-0.8999999999999986,3,Missed,2004.0,87264S106,2004-02-02,TRW Automotive Holdings Corp,TRW,0,0,90052,0,0,.,1904.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-02,GTx ,GTXI,Goldman Sachs,14.5,15.27,12.9,-0.11034482758620688,0.7699999999999996,-1.5999999999999996,2,,2004.0,40052B108,2004-02-02,GTx Inc,GTXI,1,0,90031,0,0,.,1997.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-02,The Bancorp Bank ,TBBK,Friedman Billings Ramsey,12.5,15.15,16.0,0.28,2.6500000000000004,3.5,2,,2004.0,05969F104,2004-02-02,"Bancorp Bank,Wilmington,DE",TBBK,0,0,90036,0,0,.,2000.0,5.001,0,2.0,14.9,26.0,16,0.6
2004-02-04,Asset Acceptance Capital ,AACC,Bear Stearns,15.0,16.66,16.68,0.11199999999999996,1.66,1.6799999999999995,3,,2004.0,04543P100,2004-02-04,Asset Acceptance Corp,AACC,0,0,90020,0,0,.,1962.0,0.0,0,2.0,14.9,26.0,16,0.6
2004-02-04,Assurant ,AIZ,Morgan Stanley,22.0,23.75,24.7,0.1227272727272727,1.75,2.6999999999999997,3,,2004.0,04621X108,2004-02-04,Assurant Inc,AIZ,0,0,90038,0,0,.,1978.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-04,Renovis ,RNVS,Goldman Sachs,12.0,12.5,14.5,0.20833333333333331,0.5,2.5,2,,2004.0,759885106,2004-02-04,Renovis Inc,RNVS,1,0,90032,0,0,.,2000.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-04,TODCO ,THE,Morgan Stanley,12.0,13.55,13.7,0.1416666666666666,1.5500000000000007,1.6999999999999993,2,,2004.0,88889T107,2004-02-04,Todco,THE,0,0,90055,1,0,61800000,1997.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-05,Bakers Footwear Group ,BKRS,Ryan Beck/BB&T Capital,7.75,8.7,8.29,0.0696774193548386,0.9499999999999992,0.5399999999999991,2,,2004.0,057465106,2004-02-04,Bakers Footwear Group Inc,BKRS,0,0,90024,0,0,.,1926.0,7.001,0,2.0,14.9,26.0,16,0.6
2004-02-05,Staktex Holdings ,STAK,Morgan Stanley/Merrill Lynch,13.0,14.48,14.88,0.14461538461538467,1.4800000000000004,1.8800000000000008,3,,2004.0,85256P106,2004-02-05,Staktek Holdings Inc,STAK,0,0,90034,0,0,.,1990.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-05,Symbion ,SMBI,Credit Suisse First Boston,15.0,18.0,18.63,0.24199999999999994,3.0,3.629999999999999,3,,2004.0,871507109,2004-02-05,Symbion Inc,SMBI,0,0,90033,0,0,.,1996.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-06,AlphaSmart ,ALSM,Jefferies,6.0,6.99,6.19,0.03166666666666673,0.9900000000000002,0.1900000000000004,1,,2004.0,02081F104,2004-02-06,AlphaSmart Inc,ALSM,0,0,90021,0,0,.,1992.0,5.001,0,2.0,14.9,26.0,16,0.6
2004-02-11,Affordable Residential Communities ,ARC,Citigroup/Merrill Lynch,19.0,19.1,19.0,0.0,0.10000000000000142,0.0,2,Missed,2004.0,008273104,2004-02-11,Affordable Residential Commun,ARC,0,0,90037,.,0,.,-99.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-11,Bristol West Holdings ,BRW,Credit Suisse First Boston/Bear Stearns,20.0,22.75,22.8,0.14000000000000004,2.75,2.8000000000000007,3,,2004.0,11037M105,2004-02-11,"Bristol West Holdings, Inc.",BRW,0,0,90039,0,0,.,1973.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-11,Atheros Communications ,ATHR,Morgan Stanley/Lehman Brothers,14.0,18.75,17.6,0.25714285714285723,4.75,3.6000000000000014,3,,2004.0,04743P108,2004-02-11,Atheros Communications Inc,ATHR,1,0,90022,0,0,.,1998.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-11,Corgentech ,CGTK,Credit Suisse First Boston/Lehman Brothers,16.0,18.0,21.4,0.3374999999999999,2.0,5.399999999999999,2,,2004.0,21872P105,2004-02-12,Corgentech Inc,CGTK,1,0,90025,0,0,.,1999.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-13,CEA Acquisition,CEACU,EarlyBirdCapital/GunnAllen,6.0,6.6,6.06,0.009999999999999934,0.5999999999999996,0.05999999999999961,1,,2004.0,12513Q206,2004-02-12,CEA Acquisition Corp,CEACU,0,0,91092,.,0,.,-99.0,3.0010000000000003,0,2.0,14.9,26.0,16,0.6
2004-02-18,Dynavax Technologies ,DVAX,Bear Stearns/Deutsche Bank,7.5,8.3,9.4,0.2533333333333333,0.8000000000000007,1.9000000000000004,1,,2004.0,268158102,2004-02-19,Dynavax Technologies,DVAX,1,0,90029,0,0,.,1996.0,0.0,0,2.0,14.9,26.0,16,0.6
2004-02-19,Cherokee International,CHRK,Credit Suisse First Boston,14.5,16.75,16.5,0.13793103448275862,2.25,2.0,1,,2004.0,164450108,2004-02-19,Cherokee International Inc,CHRK,0,0,90026,0,0,.,1978.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-02-23,Kinetic Concepts ,KCI,Merrill Lynch/JP Morgan,30.0,33.5,40.4,0.3466666666666666,3.5,10.4,3,,2004.0,49460W208,2004-02-23,Kinetic Concepts Inc,KCI,0,0,90044,0,0,.,1976.0,9.001,1,2.0,14.9,26.0,16,0.6
2004-03-03,Linktone,LTON,Credit Suisse First Boston,14.0,19.01,17.42,0.2442857142857144,5.010000000000002,3.4200000000000017,3,,2004.0,535925101,2004-03-03,Linktone Ltd,LTON,1,0,90087,1,0,250129200,1999.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-10,TOM Online,TOMO,Citigroup/Morgan Stanley,15.55,15.75,15.58,0.0019292604501607304,0.1999999999999993,0.029999999999999364,4,Missed,2004.0,889728200,2004-03-05,TOM Online Inc,TOMO,0,0,90095,.,1,.,2000.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-15,TNS ,TNS,JP Morgan/Lehman Brothers,18.0,18.5,18.0,0.0,0.5,0.0,3,Missed,2004.0,872960109,2004-03-16,TNS Inc,TNS,0,0,90078,0,0,.,1991.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-15,Xcyte Therapies ,XCYT,Piper Jaffray/RBC Capital Markets,8.0,8.5,7.31,-0.08625000000000005,0.5,-0.6900000000000004,1,,2004.0,98389F309,2004-03-16,Xcyte Therapies Inc,XCYT,1,0,90098,0,0,.,1996.0,7.001,0,3.0,5.4,22.0,9,0.13
2004-03-16,Tercica ,TRCA,Lehman Brothers/SG Cowen,9.0,9.0,9.0,0.0,0.0,0.0,1,,2004.0,88078L105,2004-03-16,Tercica Inc,TRCA,1,0,90096,0,0,.,2000.0,0.0,0,3.0,5.4,22.0,9,0.13
2004-03-17,Semiconductor Mfg Int'l,SMI,Credit Suisse First Boston/Deutsche Bank,17.5,17.0,15.52,-0.11314285714285716,-0.5,-1.9800000000000004,2,Missed,2004.0,81663N206,2004-03-11,Semiconductor Mnfg Intl Corp,SMI,1,0,90076,1,0,364327463,2000.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-17,Chardan China Acquisition,CAQCU.OB,EarlyBirdCapital,6.0,6.05,6.05,0.008333333333333305,0.049999999999999815,0.049999999999999815,1,,2004.0,,,,,,,,,,,,1.001,0,3.0,5.4,22.0,9,0.13
2004-03-17,Sunset Financial Resources ,SFO,WR Hambrecht/JP Morgan,13.0,12.75,12.75,-0.019230769230769232,-0.25,-0.25,1,,2004.0,867708109,2004-03-17,Sunset Financial Resources Inc,SFO,0,0,90077,.,0,.,-99.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-18,Capital Lease Funding ,LSE,Friedman Billings Ramsey/Wachovia Securities,10.5,12.95,13.41,0.27714285714285714,2.4499999999999997,2.91,2,,2004.0,140288101,2004-03-18,Capital Lease Funding Inc,LSE,0,0,90064,.,0,.,1995.0,7.001,0,3.0,5.4,22.0,9,0.13
2004-03-22,Signature Bank ,SBNY,Friedman Billings Ramsey,15.5,18.5,19.47,0.25612903225806444,3.0,3.969999999999999,3,,2004.0,82669G104,2004-03-22,Signature Bank,SBNY,0,0,90090,0,0,.,2001.0,5.001,0,3.0,5.4,22.0,9,0.13
2004-03-24,Ultra Clean Holdings ,UCTT,Credit Suisse First Boston/JP Morgan,7.0,7.01,7.5,0.07142857142857142,0.009999999999999787,0.5,1,,2004.0,90385V107,2004-03-24,Ultra Clean Holdings Inc,UCTT,0,0,90097,0,0,.,1991.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-25,Hornbeck Offshore Services ,HOS,Goldman Sachs/Jefferies,13.0,13.25,13.25,0.019230769230769232,0.25,0.25,2,Missed,2004.0,440543106,2004-03-25,Hornbeck Offshore Svcs(Tide),HOS,0,0,90067,0,0,.,1997.0,9.001,1,3.0,5.4,22.0,9,0.13
2004-03-25,Anadys Pharmaceuticals ,ANDS,SG Cowen/Piper Jaffray,7.0,7.0,7.06,0.008571428571428516,0.0,0.05999999999999961,1,,2004.0,03252Q408,2004-03-26,Anadys Pharmaceuticals Inc,ANDS,1,0,90079,0,0,.,1992.0,7.001,0,3.0,5.4,22.0,9,0.13
2004-03-30,Cutera ,CUTR,Piper Jaffray,14.0,14.0,14.0,0.0,0.0,0.0,1,,2004.0,232109108,2004-03-30,Cutera Inc,CUTR,1,0,90081,0,0,.,1998.0,7.001,0,3.0,5.4,22.0,9,0.13
2004-03-30,Marchex ,MCHX,Sanders Morris Harris/National Securities,6.5,7.52,8.88,0.3661538461538463,1.0199999999999996,2.380000000000001,2,,2004.0,56624R108,2004-03-30,Marchex Inc,MCHX,0,0,90088,1,1,24279063,1999.0,5.001,0,3.0,5.4,22.0,9,0.13
2004-03-31,Santarus ,SNTS,SG Cowen/UBS Investment Bank,9.0,9.0,10.1,0.12222222222222218,0.0,1.0999999999999996,1,,2004.0,802817304,2004-03-31,Santarus Inc,SNTS,1,0,90333,0,0,.,1996.0,8.001,1,3.0,5.4,22.0,9,0.13
2004-04-05,Memory Pharmaceuticals ,MEMY,UBS Investment Bank/SG Cowen,7.0,7.5,8.4,0.20000000000000004,0.5,1.4000000000000004,1,,2004.0,58606R403,2004-04-05,Memory Pharmaceuticals Corp,MEMY,1,0,90137,0,0,.,1997.0,8.001,1,4.0,25,19.0,11,0.4
2004-04-05,JED Oil ,JDO,Gilford Securities,5.5,10.0,11.2,1.0363636363636362,4.5,5.699999999999998,2,,2004.0,472310101,2004-04-05,Jed Oil Inc,JDO,0,0,90113,0,0,.,2003.0,1.001,0,4.0,25,19.0,11,0.4
2004-04-06,Arbor Realty Trust ,ABR,Wachovia Securities/UBS Investment Bank,20.0,20.05,20.5,0.025,0.05000000000000071,0.5,1,,2004.0,038923108,2004-04-06,"Arbor Realty Trust, Inc",ABR,0,0,90102,.,0,.,-99.0,8.001,1,4.0,25,19.0,11,0.4
2004-04-13,Corcept Therapeutics ,CORT,Thomas Weisel Partners/Piper Jaffray,12.0,12.25,12.23,0.019166666666666703,0.25,0.23000000000000045,1,,2004.0,218352102,2004-04-14,Corcept Therapeutics Inc,CORT,1,0,90125,0,0,.,1998.0,8.001,1,4.0,25,19.0,11,0.4
2004-04-16,Immunicon,IMMC,UBS Investment Bank,8.0,8.53,9.5,0.1875,0.5299999999999994,1.5,2,,2004.0,45260A107,2004-04-16,Immunicon Corp,IMMC,1,0,90128,0,0,.,1983.0,8.001,1,4.0,25,19.0,11,0.4
2004-04-20,ProCentury ,PROS,Friedman Billings Ramsey,10.5,10.65,10.5,0.0,0.15000000000000036,0.0,2,Missed,2004.0,74268T108,2004-04-20,Procentury Corp,PROS,2,0,90134,0,0,.,1978.0,5.001,0,4.0,25,19.0,11,0.4
2004-04-20,Gander Mountain ,GMTN,Banc of America/William Blair,16.0,20.0,22.02,0.37625,4.0,6.02,2,,2004.0,36471P108,2004-04-20,Gander Mountain Co,GMTN,0,0,90127,0,0,.,1960.0,8.001,1,4.0,25,19.0,11,0.4
2004-04-21,SiRF Technology Holdings ,SIRF,Morgan Stanley/Credit Suisse First Boston,12.0,14.45,15.3,0.2750000000000001,2.4499999999999997,3.3000000000000007,3,,2004.0,82967H101,2004-04-21,SiRF Technology Holdings Inc,SIRF,1,0,90135,0,0,.,1995.0,9.001,1,4.0,25,19.0,11,0.4
2004-04-22,Assured Guaranty,AGO,Banc of America/Goldman Sachs,18.0,18.22,18.0,0.0,0.21999999999999886,0.0,2,Missed,2004.0,G0585R106,2004-04-22,Assured Guaranty Ltd,AGO,0,0,90120,0,0,.,1999.0,9.001,1,4.0,25,19.0,11,0.4
2004-04-28,Barrier Therapeutics ,BTRX,Morgan Stanley,15.0,15.0,14.6,-0.02666666666666669,0.0,-0.4000000000000004,2,Missed,2004.0,06850R108,2004-04-28,Barrier Therapeutics Inc,BTRX,1,0,90122,0,0,.,2001.0,9.001,1,4.0,25,19.0,11,0.4
2004-04-29,Intersections ,INTX,Deutsche Bank/Lazard,17.0,21.01,24.7,0.4529411764705882,4.010000000000002,7.699999999999998,3,,2004.0,460981301,2004-04-29,Intersections Inc,INTX,0,0,90129,0,0,.,1996.0,9.001,1,4.0,25,19.0,11,0.4
2004-04-29,Cytokinetics ,CYTK,Goldman Sachs,13.0,15.0,16.1,0.23846153846153856,2.0,3.1000000000000014,2,,2004.0,23282W100,2004-04-29,Cytokinetics Inc,CYTK,1,0,90126,0,0,.,1997.0,9.001,1,4.0,25,19.0,11,0.4
2004-05-05,Origen Financial ,ORGN,Lehman Brothers,8.0,8.0,8.0,0.0,0.0,0.0,1,,2004.0,68619E208,2004-05-05,Origen Financial Inc,ORGN,0,0,90189,.,0,.,-99.0,0.0,0,5.0,9.2,20.0,13,0.31
2004-05-05,Greenhill ,GHL,Goldman Sachs,17.5,19.06,20.5,0.17142857142857146,1.5599999999999987,3.0,4,,2004.0,395259104,2004-05-05,Greenhill & Co Inc,GHL,0,0,90164,0,0,.,1996.0,9.001,1,5.0,9.2,20.0,13,0.31
2004-05-06,InfraSource Services ,IFS,Lehman Brothers,13.0,13.0,12.65,-0.026923076923076897,0.0,-0.34999999999999964,1,,2004.0,45684P102,2004-05-06,InfraSource Services Inc,IFS,0,0,90165,0,0,.,1970.0,0.0,0,5.0,9.2,20.0,13,0.31
2004-05-10,Atlas America,ATLS,Friedman Billings Ramsey/Key Banc Capital Markets,15.5,15.5,18.14,0.17032258064516131,0.0,2.640000000000001,3,,2004.0,049167109,2004-05-10,Atlas America Inc,ATLS,0,0,90180,0,0,.,1968.0,5.001,0,5.0,9.2,20.0,13,0.31
2004-05-11,Shanda Interactive Entertainment,SNDA,Goldman Sachs,11.0,11.3,11.97,0.08818181818181824,0.3000000000000007,0.9700000000000006,2,,2004.0,81941Q203,2004-05-12,Shanda Interactive Ent Ltd,SNDA,1,0,90193,0,1,.,1999.0,9.001,1,5.0,9.2,20.0,13,0.31
2004-05-12,NuVasive ,NUVA,Banc of America/Lehman Brothers,11.0,11.05,11.4,0.0363636363636364,0.05000000000000071,0.4000000000000004,2,,2004.0,670704105,2004-05-12,Nuvasive,NUVA,1,0,90188,0,0,.,1997.0,8.001,1,5.0,9.2,20.0,13,0.31
2004-05-19,Blue Nile,NILE,Merrill/Lynch/Bear Stearns,20.5,25.0,28.4,0.3853658536585365,4.5,7.899999999999999,3,,2004.0,09578R103,2004-05-19,Blue Nile Inc,NILE,1,0,90187,0,1,.,1999.0,0.0,0,5.0,9.2,20.0,13,0.31
2004-05-19,Animas,PUMP,Piper Jaffray/JP Morgan,15.0,17.25,18.0,0.2,2.25,3.0,2,,2004.0,03525Y105,2004-05-19,Animas Corp,PUMP,1,0,90190,0,0,.,1996.0,9.001,1,5.0,9.2,20.0,13,0.31
2004-05-24,Genworth Financial ,GNW,Morgan Stanley/Goldman Sachs,19.5,18.75,19.5,0.0,-0.75,0.0,1,,2004.0,37247D106,2004-05-24,Genworth Financial Inc,GNW,0,0,90162,1,0,470236513,1900.0,9.001,1,5.0,9.2,20.0,13,0.31
2004-05-26,ACADIA Pharmaceuticals ,ACAD,Banc of America/Piper Jaffray,7.0,7.44,6.7,-0.04285714285714283,0.4400000000000004,-0.2999999999999998,1,,2004.0,004225108,2004-05-26,Acadia Pharmaceuticals,ACAD,1,0,90177,0,0,.,1993.0,8.001,1,5.0,9.2,20.0,13,0.31
2004-05-26,Angio Dynamics ,ANGO,RBC Capital Markets,11.0,11.54,12.5,0.13636363636363635,0.5399999999999991,1.5,2,,2004.0,03475V101,2004-05-26,AngioDynamics Inc,ANGO,0,0,90179,0,0,.,1988.0,7.001,0,5.0,9.2,20.0,13,0.31
2004-05-26,Critical Therapeutics ,CRTX,SG Cowen,7.0,7.26,7.1,0.014285714285714237,0.2599999999999998,0.09999999999999963,1,,2004.0,22674T105,2004-05-26,Critical Therapeutics Inc,CRTX,1,0,90183,0,0,.,2000.0,0.0,0,5.0,9.2,20.0,13,0.31
2004-05-26,Republic Airways Holdings ,RJET,Merrill Lynch/Raymond James,13.0,14.25,13.77,0.0592307692307692,1.25,0.7699999999999996,1,,2004.0,760276105,2004-05-26,Republic Airways Holdings Inc,RJET,0,0,90192,0,0,.,1996.0,7.001,0,5.0,9.2,20.0,13,0.31
2004-05-27,Alnylam Pharmaceuticals ,ALNY,Banc of America,6.0,6.1,6.01,0.0016666666666666312,0.09999999999999963,0.009999999999999787,1,,2004.0,02043Q107,2004-05-27,Alnylam Pharmaceuticals Inc,ALNY,1,0,90178,0,0,.,2002.0,8.001,1,5.0,9.2,20.0,13,0.31
2004-05-27,Standard Parking,STAN,William Blair,11.5,12.02,12.58,0.09391304347826088,0.5199999999999996,1.08,1,,2004.0,853790103,2004-05-27,Standard Parking Corp,STAN,0,0,90194,0,0,.,1929.0,7.001,0,5.0,9.2,20.0,13,0.31
2004-06-02,Global Signal ,GSL,Morgan Stanley/Banc of America/Lehman Brothers,18.0,20.1,20.15,0.11944444444444435,2.1000000000000014,2.1499999999999986,1,Missed,2004.0,37944Q103,2004-06-02,Global Signal Inc,GSL,0,0,90206,.,0,.,-99.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-03,Inhibitex ,INHX,Thomas Weisel Partners/Lazard,7.0,7.51,7.22,0.0314285714285714,0.5099999999999998,0.21999999999999972,1,,2004.0,45719T103,2004-06-03,Inhibitex,INHX,1,0,90243,0,0,.,1994.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-09,Digirad ,DRAD,Merrill Lynch/JP Morgan,12.0,12.0,11.77,-0.019166666666666703,0.0,-0.23000000000000045,2,Missed,2004.0,253827109,2004-06-09,Digirad Corp,DRAD,1,0,90223,0,0,.,1985.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-09,PowerDsine ,PDSN,Citigroup/Deutsche Bank,11.5,12.49,12.04,0.04695652173913036,0.9900000000000002,0.5399999999999991,2,,2004.0,M41415106,2004-06-09,PowerDsine Ltd,PDSN,1,0,90236,0,0,.,1994.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-09,CB Richard Ellis Group ,CBG,Credit Suisse First Boston/Citigroup,19.0,19.0,18.35,-0.0342105263157894,0.0,-0.6499999999999986,1,,2004.0,12497T101,2004-06-09,CB Richard Ellis Group Inc,CBG,0,0,90199,1,0,68843301,1986.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-15,Leadis Technology ,LDIS,Goldman Sachs/Merrill Lynch,14.0,14.27,13.1,-0.06428571428571431,0.2699999999999996,-0.9000000000000004,3,Missed,2004.0,52171N103,2004-06-15,Leadis Technology Inc,LDIS,1,0,90229,0,0,.,2000.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-15,Metabasis Therapeutics ,MBRX,SG Cowen/Deutsche Bank,7.0,7.03,6.66,-0.04857142857142855,0.03000000000000025,-0.33999999999999986,1,,2004.0,59101M105,2004-06-15,Metabasis Therapeutics Inc,MBRX,1,0,90231,0,0,.,1997.0,0.0,0,6.0,9.7,32.0,23,0.27
2004-06-15,ADESA ,KAR,UBS Investment Bank/Merrill Lynch,24.0,25.5,25.25,0.052083333333333336,1.5,1.25,3,,2004.0,00686U104,2004-06-16,ADESA Inc,KAR,0,0,90197,0,0,.,1989.0,8.001,1,6.0,9.7,32.0,23,0.27
2004-06-16,InfoSonics ,IFO,Gilford Securities,6.0,6.0,5.85,-0.02500000000000006,0.0,-0.15000000000000036,1,,2004.0,456784107,2004-06-16,Infosonics Corporation,IFO,0,0,90207,0,0,.,1994.0,1.001,0,6.0,9.7,32.0,23,0.27
2004-06-17,Radiation Therapy Services ,RTSX,Wachovia/Banc of America,13.0,13.04,14.05,0.08076923076923083,0.03999999999999915,1.0500000000000007,2,,2004.0,750323206,2004-06-18,Radiation Therapy Services Inc,RTSX,0,0,90237,0,0,.,1983.0,8.001,1,6.0,9.7,32.0,23,0.27
2004-06-17,Blackboard ,BBBB,Credit Suisse First Boston,14.0,15.8,20.01,0.4292857142857144,1.8000000000000007,6.0100000000000025,3,,2004.0,091935502,2004-06-17,Blackboard Inc,BBBB,1,0,90220,0,0,.,1997.0,9.001,1,6.0,9.7,32.0,23,0.27
2004-06-21,Color Kinetics ,CLRK,CIBC World Markets/Needham,10.0,10.01,9.95,-0.005000000000000071,0.009999999999999787,-0.05000000000000071,1,,2004.0,19624P100,2004-06-22,Color Kinetics Inc,CLRK,1,0,90222,0,0,.,1997.0,8.001,1,6.0,9.7,32.0,23,0.27
