Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st_Day_Return,change_open,change_close,Star_Ratings,Performed,year,CUSIP,Offer Date,IPO Name,Ticker,VC Dummy,Rollup dummy,CRSP PERM,Dual dummy,Internet dummy,Post-Issue shares,Founding,uw_max_rank,top_tier_uw,month,avg_net_ipo,num_ipo,net_num_ipo,perc_price_above,ASVI,mean_SVI,week_-9,week_-8,week_-7,week_-6,week_-5,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9
2013-04-18,Hannon Armstrong Sustainable Infrastructure Capital,HASI,BofA Merrill Lynch/ UBS Investment Bank/ Wells Fargo Securities,12.5,11.6,11.4,-0.08799999999999998,-0.9000000000000004,-1.0999999999999996,1,,2013.0,41068X100,2013-04-17,Hannon Armstrong,HASI,0,0,13843,0,0,.,2012.0,8.001,1,4.0,13.6,16.0,10,0.6,15.702580358511796,12.375,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,100.0
2013-04-18,Intelsat S.A.,I,"Goldman, Sachs/ J.P. Morgan/ Morgan Stanley",18.0,17.0,19.25,0.06944444444444445,-1.0,1.25,1,,2013.0,L5140P101,2013-04-17,Intelsat SA,I,0,0,13866,0,0,.,1964.0,9.001,1,4.0,13.6,16.0,10,0.6,0.0,36.125,0.0,98.0,0.0,0.0,95.0,0.0,0.0,96.0,0.0,0.0,0.0,98.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
2013-04-18,Taminco,TAM,"Citigroup/ Goldman, Sachs/ Credit Suisse/ J.P. Morgan/ Deutsche Bank Securities/ Jefferies/ Morgan Stanley/ UBS Investment Bank",15.0,14.12,14.55,-0.029999999999999957,-0.8800000000000008,-0.4499999999999993,1,,2013.0,87509U106,2013-04-17,Taminco Corp,TAM,0,0,13861,0,0,.,1993.0,9.001,1,4.0,13.6,16.0,10,0.6,0.5131757066619151,51.25,33.0,32.0,59.0,44.0,59.0,40.0,41.0,64.0,71.0,100.0,61.0,41.0,12.0,28.0,39.0,35.0,43.0,23.0,44.0
2013-04-19,Blackhawk Network Holdings,HAWK,"Goldman, Sachs/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities",23.0,25.0,26.01,0.13086956521739138,2.0,3.0100000000000016,2,,2013.0,09238E104,2013-04-18,Blackhawk Network Holdings Inc,HAWK,0,0,13875,1,0,51936135,2001.0,9.001,1,4.0,13.6,16.0,10,0.6,15.702580358511796,20.625,0.0,0.0,0.0,0.0,33.0,66.0,0.0,0.0,66.0,67.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-19,SeaWorld Entertainment,SEAS,"Goldman, Sachs/ J.P. Morgan",27.0,30.56,33.52,0.2414814814814816,3.5599999999999987,6.520000000000002,2,,2013.0,81282V100,2013-04-18,SeaWorld Entertainment Inc,SEAS,0,0,13860,0,0,.,1959.0,9.001,1,4.0,13.6,16.0,10,0.6,0.4909102047887259,33.25,43.0,36.0,35.0,53.0,12.0,18.0,36.0,18.0,58.0,100.0,42.0,48.0,65.0,52.0,81.0,46.0,51.0,69.0,47.0
2013-05-01,Ellington Residential Mortgage REIT,EARN,Credit Suisse/ Deutsche Bank Securities/ Citigroup/ UBS Investment Bank,20.0,19.0,19.21,-0.039499999999999966,-1.0,-0.7899999999999991,1,,2013.0,288578107,2013-05-01,Ellington Residential,EARN,0,0,13894,0,0,.,2012.0,9.001,1,5.0,17,31.0,17,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,0.0,0.0,0.0,48.0,0.0,49.0,0.0,0.0
2013-05-02,ING U.S.,VOYA,"Morgan Stanley/ Goldman, Sachs/ Citigroup/ BofA Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan",19.5,19.25,20.84,0.06871794871794873,-0.25,1.34,1,,2013.0,45685E106,2013-05-01,ING US Inc,VOYA,0,0,13904,0,0,.,1999.0,9.001,1,5.0,17,31.0,17,0.41,-15.55597690824336,49.0,49.0,0.0,32.0,65.0,67.0,33.0,97.0,98.0,0.0,100.0,33.0,49.0,0.0,16.0,0.0,32.0,82.0,0.0,17.0
2013-05-02,Insys Therapeutics,INSY,Wells Fargo Securities/ JMP Securities,8.0,8.5,9.58,0.1975,0.5,1.58,1,,2013.0,45824V100,2013-05-02,Insys Therapeutics Inc,INSY,0,0,82831,0,0,.,1990.0,8.001,1,5.0,17,31.0,17,0.41,1.589234409198693,17.0,29.0,29.0,9.0,10.0,0.0,29.0,10.0,0.0,49.0,49.0,19.0,10.0,57.0,28.0,0.0,38.0,39.0,19.0,20.0
2013-05-03,QIWI plc,QIWI,J.P. Morgan/ Credit Suisse,17.0,17.0,17.08,0.0047058823529410754,0.0,0.0799999999999983,2,Missed,2013.0,74735M108,2013-05-02,QIWI PLC,QIWI,0,0,13941,1,1,52500000,2007.0,9.001,1,5.0,17,31.0,17,0.41,15.039286283703994,8.5,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,34.0,100.0,0.0,0.0,0.0,65.0,32.0,33.0,66.0,0.0
2013-05-03,Harvest Capital Credit,HCAP,"Keefe, Bruyette & Woods (A Stifel Company )/ JMP Securities/ William Blair",15.0,15.0,15.0,0.0,0.0,0.0,1,,2013.0,41753F109,2013-05-02,Harvest Capital Credit Corp,HCAP,0,0,13927,0,0,.,2011.0,7.001,0,5.0,17,31.0,17,0.41,14.731801689838347,6.125,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,49.0,24.0,0.0,24.0,24.0,24.0,0.0,25.0,0.0
2013-05-08,Armada Hoffler Properties,AHH,Baird/ Raymond James/ Stifel,11.5,11.5,11.5,0.0,0.0,0.0,1,,2013.0,04208T108,2013-05-07,Armada Hoffler Properties Inc,AHH,0,0,13887,0,0,.,1979.0,7.501,0,5.0,17,31.0,17,0.41,0.0,8.5,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,100.0,33.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0
2013-05-09,American Residential Properties,ARPI,Morgan Stanley/ BofA Merrill Lynch/ FBR/ Jefferies,21.0,21.0,21.0,0.0,0.0,0.0,1,,2013.0,02927E303,2013-05-08,American Residential Ppty Inc,ARPI,0,0,13886,0,0,.,2012.0,8.001,1,5.0,17,31.0,17,0.41,0.9998771238412668,29.75,26.0,19.0,7.0,74.0,33.0,19.0,20.0,13.0,53.0,92.0,39.0,26.0,58.0,64.0,39.0,46.0,52.0,40.0,47.0
2013-05-09,CYAN,CYNI,"Goldman, Sachs/ J.P. Morgan",11.0,10.05,11.14,0.01272727272727278,-0.9499999999999992,0.14000000000000054,2,Missed,2013.0,23247W104,2013-05-08,Cyan Inc,CYNI,1,0,13891,0,0,.,2006.0,9.001,1,5.0,17,31.0,17,0.41,-0.07275934104178194,55.75,69.0,57.0,58.0,54.0,54.0,58.0,57.0,55.0,53.0,56.0,53.0,60.0,54.0,53.0,52.0,56.0,55.0,49.0,56.0
2013-05-09,Emerge Energy Services LP,EMES,Citigroup/ Wells Fargo Securities/ J.P. Morgan,17.0,16.9,16.55,-0.026470588235294083,-0.10000000000000142,-0.4499999999999993,2,Missed,2013.0,29102H108,2013-05-08,Emerge Energy Services LP,EMES,0,0,13895,1,0,23219680,2012.0,9.001,1,5.0,17,31.0,17,0.41,15.068273812173887,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,69.0,34.0,68.0,34.0,100.0,0.0,0.0,0.0,0.0,0.0
2013-05-09,PennyMac Financial Services,PFSI,"Citigroup/ BofA Merrill Lynch/ Credit Suisse/ Goldman, Sachs",18.0,18.25,19.1,0.061111111111111185,0.25,1.1000000000000014,1,,2013.0,70932B101,2013-05-08,PennyMac Finl Svcs Inc,PFSI,2,0,13908,1,0,74222282,2008.0,9.001,1,5.0,17,31.0,17,0.41,15.8436589368355,11.75,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,76.0,37.0,37.0,18.0,0.0,18.0,18.0,0.0,37.0,0.0,19.0
2013-05-09,Quintiles Transnational Holdings,Q,Morgan Stanley/ Barclays/ J.P. Morgan,40.0,43.7,42.11,0.052749999999999984,3.700000000000003,2.1099999999999994,3,,2013.0,74876Y101,2013-05-08,Quintiles Transnational Hold,Q,0,0,13911,0,0,.,1982.0,9.001,1,5.0,17,31.0,17,0.41,14.34613939726157,4.125,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,100.0,16.0,16.0,16.0,0.0,0.0,17.0,17.0,0.0,17.0
2013-05-09,Receptos,RCPT,Credit Suisse/ Leerink Swann/ BMO Capital Markets,14.0,15.0,14.0,0.0,1.0,0.0,1,,2013.0,756207106,2013-05-08,Receptos Inc,RCPT,1,0,13942,0,0,.,2008.0,7.001,0,5.0,17,31.0,17,0.41,-0.0666913522517385,37.375,19.0,23.0,28.0,34.0,52.0,23.0,62.0,48.0,29.0,100.0,47.0,33.0,19.0,37.0,42.0,33.0,19.0,10.0,19.0
2013-05-09,TriState Capital Holdings,TSC,"Sandler O’Neill + Partners, L.P.",11.5,12.53,12.59,0.09478260869565217,1.0299999999999994,1.09,2,,2013.0,89678F100,2013-05-08,TriState Capital Holdings Inc,TSC,0,0,13943,0,0,.,2007.0,7.501,0,5.0,17,31.0,17,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,52.0,0.0
2013-05-10,BioAmber,BIOAU,Credit Suisse,10.0,10.0,8.4,-0.15999999999999998,0.0,-1.5999999999999996,1,,2013.0,,,,,,,,,,,,0.0,0,5.0,17,31.0,17,0.41,0.9022387019815614,24.5,8.0,16.0,28.0,12.0,0.0,27.0,32.0,28.0,53.0,100.0,51.0,16.0,8.0,19.0,43.0,16.0,20.0,4.0,16.0
2013-05-10,Capitol Acquisition,CLACU,Citigroup/ Deutsche Bank Securities,10.0,10.0,10.01,0.0009999999999999788,0.0,0.009999999999999787,1,,2013.0,14056V204,2013-05-10,Capitol Acquisition Corp II,CLACU,0,0,14045,1,0,25175000,2010.0,9.001,1,5.0,17,31.0,17,0.41,,,,,,,,,,,,,,,,,,,,,
2013-05-10,First NBC Bank Holding,NBCB,"SANDLER O’NEILL + PARTNERS/ Keefe, Bruyette & Woods (A Stifel Company )",24.0,25.0,24.5,0.02083333333333333,1.0,0.5,2,,2013.0,32115D106,2013-05-09,First NBC Bank Holding Co,NBCB,0,0,13934,0,0,.,2006.0,7.501,0,5.0,17,31.0,17,0.41,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-14,"Tallgrass Energy Partners, LP",TEP,Barclays/ Citigroup,21.5,22.0,21.5,0.0,0.5,0.0,1,,2013.0,874697105,2013-05-13,Tallgrass Energy Partners LP,TEP,0,0,13915,1,0,0,,9.001,1,5.0,17,31.0,17,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
2013-05-16,Ambit Biosciences,AMBI,Citigroup/ Leerink Swann,8.0,8.0,7.39,-0.07625000000000004,0.0,-0.6100000000000003,1,,2013.0,02318X100,2013-05-15,Ambit Biosciences Corp,AMBI,1,0,13920,0,0,.,2000.0,9.001,1,5.0,17,31.0,17,0.41,-14.731801689838347,16.5,64.0,33.0,17.0,33.0,16.0,0.0,0.0,33.0,0.0,97.0,97.0,16.0,48.0,16.0,16.0,0.0,67.0,67.0,34.0
2013-05-16,William Lyon Homes,WLH,Credit Suisse/ Citigroup/ J.P. Morgan,25.0,27.11,25.5,0.02,2.1099999999999994,0.5,2,,2013.0,552074700,2013-05-15,William Lyon Homes Inc,WLH,0,0,13906,1,0,31437514,1954.0,9.001,1,5.0,17,31.0,17,0.41,0.0953101570770576,43.0,32.0,25.0,37.0,50.0,64.0,40.0,44.0,40.0,44.0,100.0,39.0,42.0,42.0,28.0,47.0,54.0,44.0,55.0,59.0
2013-05-17,Marketo,MKTO,"Goldman, Sachs/ Credit Suisse",13.0,20.0,23.1,0.7769230769230769,7.0,10.1,3,,2013.0,57063L107,2013-05-16,Marketo Inc,MKTO,1,0,13932,0,0,.,2010.0,9.001,1,5.0,17,31.0,17,0.41,-0.019048191342248003,57.0,50.0,54.0,43.0,83.0,68.0,53.0,53.0,50.0,52.0,100.0,75.0,42.0,56.0,54.0,59.0,56.0,34.0,45.0,62.0
2013-05-17,Tableau Software,DATA,"Goldman, Sachs/ Morgan Stanley",31.0,47.0,50.75,0.6370967741935484,16.0,19.75,3,,2013.0,87336U105,2013-05-16,Tableau Software Inc,DATA,1,0,13914,1,0,58744508,2004.0,9.001,1,5.0,17,31.0,17,0.41,0.09844005126153332,45.375,36.0,43.0,39.0,44.0,44.0,55.0,51.0,39.0,48.0,100.0,74.0,45.0,37.0,34.0,33.0,42.0,31.0,44.0,42.0
2013-05-22,Alcobra Ltd.,ADHD,Aegis Capital,8.0,8.25,7.55,-0.05625000000000002,0.25,-0.4500000000000002,1,,2013.0,M2239P109,2013-05-21,Alcobra Ltd,ADHD,0,0,13918,0,0,.,2008.0,3.0010000000000003,0,5.0,17,31.0,17,0.41,,,,,,,,,,,,,,,,,,,,,
2013-05-22,Portola Pharmaceuticals,PTLA,Morgan Stanley/ Credit Suisse,14.5,15.25,15.15,0.04482758620689658,0.75,0.6500000000000004,2,,2013.0,737010110,2013-05-21,Portola Pharmaceuticals Inc,PTLA,1,0,13940,0,0,.,2003.0,0.0,0,5.0,17,31.0,17,0.41,0.6539260981761106,23.375,0.0,9.0,8.0,8.0,17.0,52.0,34.0,34.0,25.0,100.0,41.0,49.0,17.0,17.0,25.0,52.0,35.0,35.0,25.0
2013-05-23,ChannelAdvisor,ECOM,"Goldman, Sachs/ Stifel",14.0,17.6,18.44,0.3171428571428572,3.6000000000000014,4.440000000000001,3,,2013.0,159179100,2013-05-22,ChannelAdvisor Corp,ECOM,1,0,13890,0,0,.,2001.0,9.001,1,5.0,17,31.0,17,0.41,0.24116199188184065,34.0,25.0,28.0,24.0,32.0,37.0,34.0,34.0,41.0,42.0,100.0,41.0,53.0,31.0,49.0,30.0,33.0,43.0,28.0,32.0
2013-05-23,Constellium Holdco B.V.,CSTM,"Goldman, Sachs/ Deutsche Bank Securities/ J.P. Morgan",15.0,13.5,14.53,-0.031333333333333366,-1.5,-0.4700000000000006,1,,2013.0,N22035104,2013-05-22,Constellium NV,CSTM,0,0,13917,1,0,150027055,1980.0,9.001,1,5.0,17,31.0,17,0.41,,,,,,,,,,,,,,,,,,,,,
2013-05-23,Global Brass and Copper Holdings,BRSS,"Goldman, Sachs & Co./ Morgan Stanley",11.0,11.75,13.55,0.2318181818181819,0.75,2.5500000000000007,1,,2013.0,37953G103,2013-05-23,Global Brass & Copper Holdings,BRSS,0,0,13903,0,0,.,1901.0,9.001,1,5.0,17,31.0,17,0.41,0.0,6.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,48.0,0.0,48.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
2013-05-23,Ply Gem Holdings,PGEM,"J.P. Morgan/ Credit Suisse/ Goldman, Sachs/ UBS Investment Bank/ Deutsche Bank Securities",21.0,22.35,23.3,0.10952380952380956,1.3500000000000014,2.3000000000000007,3,,2013.0,72941W100,2013-05-22,Ply Gem Holdings Inc,PGEM,0,0,13909,0,0,.,1943.0,9.001,1,5.0,17,31.0,17,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.0,14.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0
2013-05-31,Epizyme,EPZM,Citigroup/ Cowen and Company/ Leerink Swann,15.0,20.0,22.99,0.5326666666666665,5.0,7.9899999999999975,2,,2013.0,29428V104,2013-05-30,Epizyme Inc,EPZM,1,0,13924,0,0,.,2007.0,9.001,1,5.0,17,31.0,17,0.41,0.3513977308925393,20.75,17.0,10.0,13.0,24.0,21.0,17.0,24.0,30.0,27.0,89.0,56.0,43.0,30.0,27.0,14.0,55.0,69.0,44.0,27.0
2013-06-05,RCS Capital,RCAP,JMP Securities/ Ladenburg Thalmann,20.0,19.75,19.78,-0.010999999999999944,-0.25,-0.21999999999999886,1,,2013.0,74937W102,2013-06-05,RCS Capital Corp,RCAP,0,0,14004,1,0,26500000,2008.0,0.0,0,6.0,19.3,25.0,18,0.33,-0.8109288273299475,8.625,9.0,17.0,9.0,9.0,5.0,4.0,4.0,17.0,4.0,26.0,22.0,18.0,13.0,23.0,9.0,27.0,4.0,22.0,4.0
2013-06-06,"LightInTheBox Holding Co., Ltd.",LITB,Credit Suisse/ Stifel,9.5,11.16,11.61,0.22210526315789467,1.66,2.1099999999999994,2,,2013.0,53225G102,2013-06-05,LightInTheBox Hldg Co Ltd,LITB,1,0,13999,1,1,45653865,2007.0,7.001,0,6.0,19.3,25.0,18,0.33,,,,,,,,,,,,,,,,,,,,,
2013-06-07,Textura,TXTR,Credit Suisse/ William Blair,15.0,24.0,20.94,0.3960000000000001,9.0,5.940000000000001,3,,2013.0,883211104,2013-06-06,Textura Corp,TXTR,0,0,14005,0,0,.,2004.0,7.001,0,6.0,19.3,25.0,18,0.33,-0.03115516389690409,81.25,75.0,76.0,84.0,84.0,79.0,82.0,85.0,81.0,79.0,87.0,82.0,78.0,74.0,82.0,86.0,79.0,72.0,73.0,76.0
2013-06-12,Gigamon,GIMO,"Goldman, Sachs/ BofA Merrill Lynch/ Credit Suisse",19.0,23.08,28.47,0.4984210526315789,4.079999999999998,9.47,3,,2013.0,37518B102,2013-06-11,Gigamon Inc,GIMO,1,0,13992,0,0,.,2004.0,9.001,1,6.0,19.3,25.0,18,0.33,0.6486950029696237,13.625,7.0,10.0,7.0,13.0,19.0,15.0,9.0,14.0,22.0,100.0,19.0,14.0,9.0,21.0,23.0,20.0,19.0,10.0,18.0
