Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st_Day_Return,change_open,change_close,Star_Ratings,Performed,year,CUSIP,Offer Date,IPO Name,Ticker,VC Dummy,Rollup dummy,CRSP PERM,Dual dummy,Internet dummy,Post-Issue shares,Founding,uw_max_rank,top_tier_uw,month,avg_net_ipo,num_ipo,net_num_ipo,perc_price_above,ASVI,mean_SVI,week_-9,week_-8,week_-7,week_-6,week_-5,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9
2017-11-08,Fireman B.V.,IFRX,J.P. Morgan/ Leerink Partners/ BMO Capital Markets,15.0,15.19,14.99,-0.0006666666666666523,0.1899999999999995,-0.009999999999999787,1,,2017.0,N44821101,2017-11-08,InflaRx NV (Fireman BV?),IFRX,0,0,17115,0,0,.,2007.0,9.001,1,11.0,9.2,32.0,17,0.19,15.444751293772967,6.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,100.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
2017-11-08,Four Seasons Education,FEDU,Morgan Stanley/ Citigroup/ China Renaissance,10.0,10.2,9.5,-0.05,0.1999999999999993,-0.5,1,,2017.0,35101A101,2017-11-08,Four Seasons Educ Cayman Inc,FEDU,0,0,17058,1,0,10100000,2007.0,9.001,1,11.0,9.2,32.0,17,0.19,0.3794895002474532,25.0,26.0,26.0,32.0,13.0,13.0,26.0,33.0,19.0,38.0,100.0,25.0,19.0,12.0,13.0,44.0,13.0,49.0,19.0,19.0
2017-11-08,Metropolitan Bank Holding,MCB,"J.P Morgan/ Keefe, Bruyette & Woods (A Stifel Company)",35.0,38.44,37.21,0.06314285714285718,3.4399999999999977,2.210000000000001,2,,2017.0,591774104,2017-11-08,Metropolitan Bank Holding Corp,MCB,0,0,17093,0,0,.,1999.0,9.001,1,11.0,9.2,32.0,17,0.19,14.151983508870947,4.375,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,14.0,21.0,7.0,0.0,0.0,0.0,35.0,7.0,8.0,7.0,0.0
2017-11-09,Apellis Pharmaceuticals,APLS,Citigroup/ J.P. Morgan/ Evercore ISI,14.0,14.5,14.03,0.002142857142857097,0.5,0.029999999999999364,1,,2017.0,03753U106,2017-11-09,Apellis Pharmaceuticals Inc,APLS,1,0,17104,0,0,.,2009.0,9.001,1,11.0,9.2,32.0,17,0.19,0.6931469424647925,20.0,33.0,22.0,11.0,11.0,21.0,0.0,32.0,21.0,42.0,72.0,82.0,0.0,10.0,41.0,10.0,33.0,57.0,32.0,41.0
2017-11-09,Sogou,SOGO,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ CICC,13.0,13.0,13.5,0.038461538461538464,0.0,0.5,3,Missed,2017.0,83409V104,2017-11-09,Sogou Inc,SOGO,0,0,17098,1,1,391520000,2005.0,9.001,1,11.0,9.2,32.0,17,0.19,0.3126833066778416,40.375,47.0,42.0,40.0,34.0,38.0,39.0,35.0,41.0,54.0,100.0,49.0,53.0,44.0,42.0,38.0,37.0,33.0,39.0,38.0
2017-11-10,Bandwidth,BAND,Morgan Stanley/ KeyBanc Capital Markets/ Baird,20.0,21.06,21.19,0.059500000000000074,1.0599999999999987,1.1900000000000013,2,,2017.0,05988J103,2017-11-10,Bandwidth Inc,BAND,1,0,17106,1,1,17621320,1999.0,6.001,0,11.0,9.2,32.0,17,0.19,-0.03278981923876145,91.0,87.0,95.0,93.0,93.0,82.0,88.0,93.0,94.0,90.0,100.0,97.0,92.0,96.0,98.0,98.0,88.0,75.0,79.0,89.0
2017-11-10,PPDAI Group,PPDF,Credit Suisse/ Citigroup,13.0,13.3,13.08,0.006153846153846159,0.3000000000000007,0.08000000000000007,1,,2017.0,69354V108,2017-11-10,PPDAI Group Inc,PPDF,0,0,17094,1,1,17000000,2012.0,9.001,1,11.0,9.2,32.0,17,0.19,14.220976332738884,5.625,15.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,15.0,100.0,43.0,43.0,14.0,14.0,0.0,0.0,32.0,15.0,28.0
2017-11-15,SendGrid,SEND,Morgan Stanley/ J.P. Morgan,16.0,18.55,18.0,0.125,2.5500000000000007,2.0,3,,2017.0,816883102,2017-11-15,SendGrid Inc,SEND,1,0,17097,0,0,.,2009.0,9.001,1,11.0,9.2,32.0,17,0.19,0.051293286868754784,65.875,73.0,61.0,69.0,58.0,64.0,72.0,68.0,65.0,70.0,100.0,63.0,72.0,68.0,67.0,67.0,34.0,55.0,58.0,79.0
2017-11-16,Arsanis,ASNS,Citigroup/ Cowen/ Piper Jaffray,10.0,13.0,14.03,0.4029999999999999,3.0,4.0299999999999985,1,,2017.0,042873109,2017-11-16,Arsanis Inc,ASNS,1,0,17105,0,0,.,2010.0,9.001,1,11.0,9.2,32.0,17,0.19,-0.04255959630286199,26.625,24.0,24.0,8.0,16.0,16.0,24.0,47.0,55.0,23.0,100.0,62.0,23.0,31.0,23.0,49.0,26.0,8.0,15.0,23.0
2017-11-16,Jianpu Technology,JT,Goldman Sachs (Asia)/ Morgan Stanley/ J.P. Morgan,8.0,8.25,8.4,0.05000000000000005,0.25,0.4000000000000004,1,,2017.0,47738D101,2017-11-16,Jianpu Technology Inc,JT,1,0,17088,1,0,414291350,2011.0,9.001,1,11.0,9.2,32.0,17,0.19,14.34613939726157,5.375,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,17.0,100.0,76.0,42.0,25.0,34.0,0.0,0.0,17.0,17.0,0.0
2017-11-17,Bluegreen Vacations,BXG,Stifel/ Credit Suisse,14.0,12.55,13.0,-0.07142857142857142,-1.4499999999999993,-1.0,1,,2017.0,09629F108,2017-11-17,Bluegreen Vacations Corp,BXG,0,0,17047,0,0,.,1966.0,7.001,0,11.0,9.2,32.0,17,0.19,0.1419702388376889,61.0,50.0,58.0,66.0,54.0,62.0,55.0,60.0,65.0,68.0,60.0,43.0,58.0,59.0,73.0,54.0,74.0,76.0,90.0,83.0
2017-11-17,Legacy Acquisition,LGCU,Wells Fargo Securities/ Cantor Fitzgerald/ Stifel,10.0,10.0,10.0,0.0,0.0,0.0,1,,2017.0,524643202,2017-11-17,Legacy Acquisition,LGCU,0,.,.,1,0,37500000,2016.0,8.001,1,11.0,9.2,32.0,17,0.19,1.0590811460856129,34.5,0.0,65.0,0.0,21.0,22.0,43.0,42.0,21.0,62.0,83.0,84.0,83.0,42.0,42.0,22.0,0.0,43.0,41.0,20.0
2017-11-17,SailPoint Technologies Holdings,SAIL,Morgan Stanley/ Citigroup/ Jefferies/ RBC Capital Markets,12.0,14.9,13.0,0.08333333333333333,2.9000000000000004,1.0,3,,2017.0,78781P105,2017-11-17,SailPoint Tech Hldg Inc,SAIL,0,0,17037,0,0,.,2005.0,9.001,1,11.0,9.2,32.0,17,0.19,16.108045416114916,16.75,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,99.0,99.0,100.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
2017-11-17,scPharmaceuticals,SCPH,Jefferies/ Leerink Partners/ BMO Capital Markets,14.0,14.25,14.1,0.007142857142857118,0.25,0.09999999999999963,1,,2017.0,810648105,2017-11-17,scPharmaceuticals Inc,SCPH,1,0,17122,0,0,.,2013.0,8.001,1,11.0,9.2,32.0,17,0.19,2.0794397916818044,11.375,11.0,0.0,0.0,10.0,10.0,0.0,31.0,0.0,40.0,100.0,71.0,60.0,10.0,0.0,32.0,11.0,10.0,10.0,29.0
2017-11-17,Stitch Fix,SFIX,Goldman Sachs/ J.P. Morgan Securities,15.0,16.9,15.15,0.010000000000000023,1.8999999999999984,0.15000000000000036,1,,2017.0,860897107,2017-11-17,Stitch Fix Inc,SFIX,1,0,17038,1,0,95411815,2011.0,9.001,1,11.0,9.2,32.0,17,0.19,-0.15415065912332793,77.875,83.0,84.0,78.0,77.0,74.0,89.0,85.0,67.0,69.0,100.0,70.0,64.0,57.0,71.0,69.0,66.0,67.0,67.0,65.0
2017-11-17,Sterling Bancorp,SBT,Sandler O'Neill & Partners,12.0,12.35,12.16,0.013333333333333345,0.34999999999999964,0.16000000000000014,2,,2017.0,85917W102,2017-11-17,Sterling Bancorp Inc,SBT,0,0,17121,0,0,.,1989.0,7.501,0,11.0,9.2,32.0,17,0.19,0.6608861648158695,41.875,25.0,0.0,25.0,100.0,50.0,38.0,49.0,12.0,61.0,85.0,37.0,48.0,0.0,24.0,38.0,40.0,0.0,36.0,0.0
2017-11-20,Big Rock Partners Acquisition,BRPAU,EarlyBirdCapital,10.0,10.01,10.01,0.0009999999999999788,0.009999999999999787,0.009999999999999787,1,,2017.0,089482202,2017-11-21,Big Rock Partners Acq Corp,BRPAU,0,0,17134,1,0,7725000,2017.0,4.001,0,11.0,9.2,32.0,17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-29,ReTo Eco-Solutions,RETO,ViewTrade Securities,5.0,8.3,10.57,1.114,3.3000000000000007,5.57,N/C,No Call,2017.0,G75271109,2017-11-29,Reto Eco-Solutions Inc,RETO,1,0,17120,0,0,.,2015.0,0.0,0,11.0,9.2,32.0,17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,Leisure Acquisition,LACQU,Morgan Stanley,10.0,10.0,9.96,-0.003999999999999915,0.0,-0.03999999999999915,1,,2017.0,52539T206,2017-12-01,Leisure Acquisition Corp,LACQU,0,0,17147,1,0,25000000,2017.0,0.0,0,12.0,7.2,12.0,6,0.0,0.6592453070453463,16.5,0.0,15.0,15.0,15.0,0.0,15.0,29.0,14.0,29.0,43.0,100.0,29.0,0.0,0.0,15.0,0.0,14.0,0.0,14.0
2017-12-01,Regalwood Global Energy,RWGE.U,Citigroup/ J.P. Morgan,10.0,10.01,10.0,0.0,0.009999999999999787,0.0,1,,2017.0,,,,,,,,,,,,9.001,1,12.0,7.2,12.0,6,0.0,0.0,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,65.0,33.0,34.0,36.0,67.0,0.0,0.0,31.0,0.0
2017-12-07,CURO Group Holdings,CURO,Credit Suisse/ Jefferies/ Stephens,14.0,14.8,14.2,0.014285714285714237,0.8000000000000007,0.1999999999999993,1,,2017.0,23131L107,2017-12-07,Curo Grp Holdings Corp,CURO,0,0,17178,0,0,.,1997.0,8.001,1,12.0,7.2,12.0,6,0.0,2.7333665706261403,18.875,13.0,0.0,0.0,13.0,13.0,25.0,0.0,0.0,100.0,75.0,25.0,0.0,0.0,13.0,12.0,12.0,12.0,37.0,12.0
2017-12-07,Odonate Therapeutics,ODT,Goldman Sachs/ Jefferies,24.0,23.0,23.0,-0.04166666666666666,-1.0,-1.0,1,,2017.0,676079106,2017-12-07,Odonate Therapeutics Llc,ODT,1,0,17154,0,0,.,2013.0,9.001,1,12.0,7.2,12.0,6,0.0,1.7719563536967495,33.375,34.0,0.0,17.0,0.0,0.0,33.0,100.0,17.0,100.0,100.0,34.0,35.0,37.0,69.0,33.0,0.0,16.0,49.0,65.0
2017-12-07,Quanterix,QTRX,J.P. Morgan/Leerink Partners,15.0,16.25,17.47,0.1646666666666666,1.25,2.4699999999999993,1,Missed,2017.0,74766Q101,2017-12-07,Quanterix Corp,QTRX,1,0,17155,0,0,.,2007.0,9.001,1,12.0,7.2,12.0,6,0.0,1.2039725298162025,32.125,33.0,26.0,34.0,22.0,15.0,25.0,28.0,22.0,85.0,100.0,36.0,34.0,4.0,30.0,39.0,31.0,51.0,42.0,35.0
2017-12-08,Denali Therapeutics,DNLI,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,18.0,21.55,21.45,0.19166666666666665,3.5500000000000007,3.4499999999999997,2,,2017.0,24823R105,2017-12-08,Denali Therapeutics Inc,DNLI,1,0,17125,0,0,.,2015.0,9.001,1,12.0,7.2,12.0,6,0.0,1.5581436312051915,13.875,10.0,15.0,6.0,4.0,10.0,6.0,30.0,2.0,38.0,100.0,69.0,30.0,22.0,39.0,38.0,16.0,15.0,16.0,19.0
2017-12-08,GigCapital,GIG.U,Cowen/ Chardan,10.0,10.0,10.0,0.0,0.0,0.0,1,,2017.0,,,,,,,,,,,,7.001,0,12.0,7.2,12.0,6,0.0,15.009433329466965,4.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,100.0,0.0,0.0,69.0,0.0,64.0,0.0,65.0,0.0
2017-12-08,Luther Burbank,LBC,"Keefe, Bruyette & Woods (A Stifel Company) Sandler O'Neill + Partners",10.75,11.75,11.75,0.09302325581395347,1.0,1.0,2,,2017.0,550550107,2017-12-08,Luther Burbank Corp,LBC,0,0,17148,0,0,.,1991.0,7.001,0,12.0,7.2,12.0,6,0.0,0.1150692767625423,29.875,22.0,100.0,19.0,24.0,23.0,17.0,19.0,14.0,23.0,24.0,21.0,16.0,13.0,17.0,21.0,18.0,22.0,22.0,14.0
2017-12-15,Casa Systems,CASA,Morgan Stanley/ Barclays,13.0,13.5,14.4,0.10769230769230773,0.5,1.4000000000000004,1,,2017.0,14713L102,2017-12-15,Casa Systems Inc,CASA,1,0,17135,0,0,.,2003.0,8.001,1,12.0,7.2,12.0,6,0.0,0.4964367465623782,33.25,16.0,11.0,28.0,26.0,33.0,33.0,61.0,28.0,46.0,100.0,67.0,34.0,50.0,45.0,32.0,27.0,40.0,59.0,32.0
2017-12-15,Newmark Group,NMRK,Goldman Sachs/ BofA Merrill Lynch/ Citigroup/ Cantor Fitzgerald,14.0,14.05,13.95,-0.003571428571428622,0.05000000000000071,-0.05000000000000071,1,,2017.0,65158N102,2017-12-15,Newmark Group Inc,NMRK,0,0,17126,1,0,151433835,1929.0,9.001,1,12.0,7.2,12.0,6,0.0,0.5355180635921917,26.5,21.0,14.0,48.0,28.0,13.0,7.0,27.0,34.0,41.0,75.0,64.0,23.0,28.0,100.0,59.0,52.0,53.0,39.0,20.0
2017-12-21,LexinFintech Holdings Ltd.,LX,Goldman Sachs (Asia)/ BofA Merrill Lynch/ Deutsche Bank Securities/ China Renaissance,9.0,11.8,10.7,0.1888888888888888,2.8000000000000007,1.6999999999999993,1,Missed,2017.0,528877103,2017-12-21,LexinFintech Holdings,LX,1,0,17150,1,1,163859000,2013.0,9.001,1,12.0,7.2,12.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22,iClick Interactive Asia Group,ICLK,Roth,8.0,8.5,9.0,0.125,0.5,1.0,1,,2017.0,45113Y104,2017-12-22,iClick Interactive Asia Group,ICLK,1,0,17146,1,1,51556366,2009.0,0.0,0,12.0,7.2,12.0,6,0.0,14.914123179965664,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0
2016-02-03,"BeiGene, Ltd.",BGNE,Goldman Sachs/ Morgan Stanley/ Cowen and Company,24.0,28.97,28.32,0.18000000000000002,4.969999999999999,4.32,3,,2016.0,07725L102,2016-02-03,BeiGene Ltd,BGNE,0,0,15936,1,0,116087428,2010.0,9.001,1,2.0,-4.3,5.0,3,0.0,15.990262393084793,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0
2016-02-03,Editas Medicine,EDIT,Morgan Stanley/ J.P. Morgan,16.0,18.0,18.2,0.13749999999999996,2.0,2.1999999999999997,2,,2016.0,28106W103,2016-02-03,Editas Medicine Inc,EDIT,1,0,15937,0,0,.,2013.0,9.001,1,2.0,-4.3,5.0,3,0.0,0.9392799668008482,27.625,26.0,7.0,17.0,4.0,15.0,41.0,48.0,34.0,55.0,100.0,31.0,17.0,27.0,34.0,71.0,17.0,14.0,14.0,31.0
2016-02-11,AveXis,AVXS,Goldman Sachs/ Jefferies,20.0,18.02,18.05,-0.09749999999999996,-1.9800000000000004,-1.9499999999999995,2,Missed,2016.0,05366U100,2016-02-11,AveXis Inc,AVXS,1,0,15934,0,0,.,2013.0,9.001,1,2.0,-4.3,5.0,3,0.0,0.8312971008808892,15.0,15.0,23.0,0.0,4.0,8.0,12.0,23.0,19.0,31.0,60.0,47.0,31.0,34.0,50.0,19.0,24.0,20.0,4.0,12.0
2016-02-11,Proteostasis Therapeutics,PTI,Leerink Partners/ RBC Capital Markets,8.0,8.0,6.64,-0.17000000000000004,0.0,-1.3600000000000003,1,,2016.0,74373B109,2016-02-11,Proteostasis Therapeutics Inc,PTI,1,0,15950,0,0,.,2006.0,8.001,1,2.0,-4.3,5.0,3,0.0,2.1102110033799724,11.5,0.0,8.0,0.0,27.0,8.0,16.0,0.0,0.0,33.0,100.0,0.0,49.0,0.0,49.0,16.0,0.0,16.0,16.0,0.0
2016-02-24,Silver Run Acquisition,SRAQU,Deutsche Bank Securities/ Citigroup/ Goldman Sachs,10.0,10.01,10.21,0.021000000000000085,0.009999999999999787,0.21000000000000085,1,,2016.0,82811P200,2016-02-24,Silver Run Acquisition Corp,SRAQU,0,0,16021,1,0,45000000,,9.001,1,2.0,-4.3,5.0,3,0.0,12.611541086966113,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,34.0,3.0,14.0,18.0,0.0,17.0,3.0,3.0,14.0
2016-03-03,Jensyn Acquisition,JSYNU,Chardan Capital Markets,10.0,9.95,9.95,-0.005000000000000071,-0.05000000000000071,-0.05000000000000071,1,,2016.0,47632B201,2016-03-03,Jensyn Acquisition Corp,JSYNU,0,0,16012,1,0,5213400,2014.0,3.0010000000000003,0,3.0,-2.5,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,20.0,0.0,0.0,41.0,0.0,0.0,0.0,21.0
2016-03-03,Syndax Pharmaceuticals,SNDX,Morgan Stanley/ Citigroup,12.0,12.11,12.01,0.0008333333333333156,0.10999999999999943,0.009999999999999787,1,,2016.0,87164F105,2016-03-03,Syndax Pharmaceuticals Inc,SNDX,1,0,15976,0,0,.,2011.0,9.001,1,3.0,-2.5,4.0,2,0.0,1.6314159254336629,17.125,0.0,46.0,0.0,18.0,9.0,0.0,9.0,9.0,46.0,99.0,100.0,46.0,9.0,18.0,9.0,18.0,0.0,9.0,19.0
2016-03-11,KLR Energy Acquisition,KLREU,EarlyBirdCapital,10.0,10.0,10.0,0.0,0.0,0.0,1,,2016.0,49877M207,2016-03-11,KLR Energy Acquisition Corp,KLREU,0,0,15970,1,0,10485320,2015.0,4.001,0,3.0,-2.5,4.0,2,0.0,15.687312888712007,24.625,0.0,0.0,0.0,33.0,0.0,0.0,0.0,99.0,65.0,98.0,33.0,67.0,33.0,100.0,33.0,0.0,0.0,34.0,0.0
2016-03-22,Corvus Pharmaceuticals,CRVS,Credit Suisse/ Cowen and Company,15.0,15.0,14.25,-0.05,0.0,-0.75,1,,2016.0,221015100,2016-03-23,Corvus Pharmaceuticals Inc,CRVS,1,0,15960,0,0,.,2014.0,7.001,0,3.0,-2.5,4.0,2,0.0,0.3483064491703507,14.5,6.0,23.0,12.0,12.0,23.0,17.0,6.0,6.0,17.0,100.0,12.0,23.0,12.0,17.0,17.0,0.0,12.0,12.0,6.0
2016-04-07,Aeglea BioTherapeutics,AGLE,UBS Investment Bank/ BMO Capital Markets/ Wells Fargo Securities,10.0,10.4,9.77,-0.02300000000000004,0.4000000000000004,-0.23000000000000045,1,,2016.0,00773J103,2016-04-06,Aeglea BioTherapeutics Inc,AGLE,1,0,16005,0,0,.,2013.0,8.001,1,4.0,7,8.0,5,0.4,2.3025841929945408,20.0,10.0,30.0,0.0,10.0,0.0,10.0,0.0,10.0,100.0,90.0,30.0,0.0,10.0,20.0,10.0,30.0,0.0,10.0,20.0
2016-04-15,Bats Global Markets,BATS,Morgan Stanley/ Citigroup,19.0,22.88,23.0,0.21052631578947367,3.879999999999999,4.0,3,,2016.0,05491G109,2016-04-15,BATS Global Markets Inc,BATS,0,0,17402,0,1,.,2005.0,9.001,1,4.0,7,8.0,5,0.4,2.0368804779870433,11.25,10.0,10.0,6.0,6.0,3.0,6.0,3.0,10.0,46.0,100.0,16.0,13.0,20.0,13.0,20.0,20.0,7.0,7.0,3.0
2016-04-20,MGM Growth Properties LLC,MGP,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Evercore ISI/ Barclays/ Citigroup/ Deutsche Bank Securities,21.0,22.75,22.01,0.04809523809523817,1.75,1.0100000000000016,2,,2016.0,55303A105,2016-04-20,MGM Growth Properties LLC,MGP,0,0,16042,1,0,50000000,,9.001,1,4.0,7,8.0,5,0.4,14.731801689838347,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,25.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
2016-04-21,American Renal Associates Holdings,ARA,BofA Merrill Lynch/ Barclays/ Goldman Sachs/ Wells Fargo Securities/ SunTrust Robinson Humphrey/Leerink Partners,22.0,26.5,26.5,0.20454545454545456,4.5,4.5,2,,2016.0,029227105,2016-04-21,Amer Renal Assoc Hldg Inc,ARA,2,1,16024,0,0,.,1999.0,9.001,1,4.0,7,8.0,5,0.4,15.8436589368355,12.625,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2016-04-22,SecureWorks,SCWX,BofA Merrill Lynch/ Morgan Stanley/ Goldman Sachs/ J.P. Morgan,14.0,13.91,14.0,0.0,-0.08999999999999986,0.0,1,,2016.0,81374A105,2016-04-22,SecureWorks Corp,SCWX,0,0,16020,1,1,80671149,1999.0,9.001,1,4.0,7,8.0,5,0.4,1.2718836209168924,25.5,16.0,19.0,21.0,20.0,16.0,15.0,18.0,29.0,66.0,100.0,65.0,37.0,38.0,35.0,18.0,18.0,26.0,17.0,24.0
2016-04-27,Red Rock Resorts,RRR,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs,19.5,18.5,18.7,-0.04102564102564106,-1.0,-0.8000000000000007,1,,2016.0,75700L108,2016-04-27,Red Rock Resorts Inc,RRR,0,0,16019,1,0,115854794,1976.0,9.001,1,4.0,7,8.0,5,0.4,0.6678291289860039,27.375,15.0,20.0,30.0,20.0,30.0,15.0,45.0,20.0,39.0,100.0,46.0,55.0,20.0,35.0,10.0,0.0,20.0,46.0,26.0
2016-04-27,Yintech Investment Holdings Limited,YIN,Jefferies,13.5,13.8,13.5,0.0,0.3000000000000007,0.0,1,,2016.0,98585M108,2016-04-27,Yintech Invest Hldg Ltd,YIN,0,0,16022,1,1,1164814815,2011.0,8.001,1,4.0,7,8.0,5,0.4,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0
2016-05-06,Intellia Therapeutics,NTLA,Credit Suisse/ Jefferies/ Leerink Partners,18.0,22.0,22.1,0.22777777777777786,4.0,4.100000000000001,3,,2016.0,45826J105,2016-05-06,Intellia Therapeutics Inc,NTLA,1,0,16064,0,0,.,2014.0,8.001,1,5.0,8.9,19.0,11,0.4,0.5776341338834152,34.125,36.0,30.0,0.0,25.0,0.0,18.0,73.0,78.0,49.0,100.0,61.0,37.0,43.0,44.0,31.0,0.0,25.0,32.0,27.0
2016-05-06,Spring Bank Pharmaceuticals,SBPH,Dawson James Securities,12.0,11.28,11.1,-0.07500000000000002,-0.7200000000000006,-0.9000000000000004,1,,2016.0,849431101,2016-05-06,Spring Bank Pharms Inc,SBPH,1,0,16069,0,0,.,2002.0,2.001,0,5.0,8.9,19.0,11,0.4,0.6931469241497874,34.25,0.0,19.0,97.0,79.0,0.0,20.0,20.0,0.0,39.0,100.0,19.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,21.0
2016-05-12,SiteOne Landscape Supply,SITE,Deutsche Bank Securities/ Goldman Sachs/ UBS Investment Bank,21.0,25.9,26.67,0.2700000000000001,4.899999999999999,5.670000000000003,1,Missed,2016.0,82982L103,2016-05-12,SiteOne Landscape Supply Inc,SITE,0,0,16082,0,0,.,2001.0,9.001,1,5.0,8.9,19.0,11,0.4,0.6588579986413006,52.5,22.0,36.0,42.0,48.0,56.0,47.0,71.0,34.0,86.0,100.0,65.0,90.0,54.0,89.0,39.0,57.0,46.0,52.0,48.0
2016-05-13,Acacia Communications,ACIA,Goldman Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities,23.0,29.0,30.95,0.3456521739130434,6.0,7.949999999999998,3,,2016.0,00401C108,2016-05-13,Acacia Communications Inc,ACIA,1,0,16051,0,1,.,2009.0,9.001,1,5.0,8.9,19.0,11,0.4,0.8556654335876992,10.125,22.0,17.0,3.0,5.0,12.0,10.0,7.0,7.0,20.0,79.0,40.0,25.0,15.0,20.0,17.0,5.0,13.0,19.0,18.0
2016-05-13,Oncobiologics,ONSIU,Jefferies/ Barclays,6.0,5.12,4.8,-0.20000000000000004,-0.8799999999999999,-1.2000000000000002,1,,2016.0,68235M204,2016-05-13,Oncobiologics Inc,ONSIU,0,0,16104,1,0,22802778,2011.0,8.001,1,5.0,8.9,19.0,11,0.4,1.0498216602131871,19.0,17.0,11.0,17.0,6.0,17.0,6.0,5.0,50.0,40.0,100.0,40.0,17.0,29.0,11.0,28.0,17.0,12.0,12.0,30.0
2016-05-19,Grupo Supervielle S.A.,SUPV,Morgan Stanley/ BofA Merrill Lynch,11.0,11.5,11.5,0.045454545454545456,0.5,0.5,1,,2016.0,40054A108,2016-05-19,Grupo Supervielle SA,SUPV,0,0,16077,1,0,147083372,1992.0,0.0,0,5.0,8.9,19.0,11,0.4,,,,,,,,,,,,,,,,,,,,,
2016-05-19,Merus B.V.,MRUS,Citigroup/ Jefferies,10.0,9.75,10.04,0.003999999999999915,-0.25,0.03999999999999915,1,,2016.0,N5749R100,2016-05-19,Merus BV,MRUS,1,0,16062,0,0,.,2003.0,9.001,1,5.0,8.9,19.0,11,0.4,16.077273760604726,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-20,CF Corporation,CFCOU,Citigroup/ BofA Merrill Lynch/ Credit Suisse​,10.0,10.04,9.99,-0.0009999999999999788,0.03999999999999915,-0.009999999999999787,1,,2016.0,G20307123,2016-05-20,CF Corp,CFCOU,0,0,16163,1,0,75000000,2016.0,9.001,1,5.0,8.9,19.0,11,0.4,0.27871331559646073,32.75,18.0,56.0,37.0,19.0,56.0,0.0,19.0,38.0,37.0,94.0,94.0,38.0,95.0,0.0,76.0,77.0,40.0,39.0,100.0
2016-05-24,Midland States Bancorp,MSBI,"Sandler O'Neill + Partners/ Keefe, Bruyette & Woods (A Stifel Company)",22.0,22.06,21.9,-0.00454545454545461,0.05999999999999873,-0.10000000000000142,1,,2016.0,597742105,2016-05-24,Midland States Bancorp Inc,MSBI,0,0,16063,0,0,.,1988.0,7.501,0,5.0,8.9,19.0,11,0.4,0.0,24.75,0.0,0.0,0.0,49.0,0.0,0.0,100.0,49.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
