date,SVI,isPartial,Issuer
2011-05-15,0,False,SandRidge Permian Trust
2011-05-22,0,False,SandRidge Permian Trust
2011-05-29,0,False,SandRidge Permian Trust
2011-06-05,0,False,SandRidge Permian Trust
2011-06-12,0,False,SandRidge Permian Trust
2011-06-19,15,False,SandRidge Permian Trust
2011-06-26,0,False,SandRidge Permian Trust
2011-07-03,0,False,SandRidge Permian Trust
2011-07-10,0,False,SandRidge Permian Trust
2011-07-17,15,False,SandRidge Permian Trust
2011-07-24,30,False,SandRidge Permian Trust
2011-07-31,0,False,SandRidge Permian Trust
2011-08-07,100,False,SandRidge Permian Trust
2011-08-14,15,False,SandRidge Permian Trust
2011-08-21,28,False,SandRidge Permian Trust
2011-08-28,28,False,SandRidge Permian Trust
2011-09-04,0,False,SandRidge Permian Trust
2011-09-11,27,False,SandRidge Permian Trust
2011-09-18,27,False,SandRidge Permian Trust
2011-09-25,0,False,SandRidge Permian Trust
2011-10-02,0,False,SandRidge Permian Trust
2011-10-09,25,False,SandRidge Permian Trust
2011-10-16,13,False,SandRidge Permian Trust
2011-10-23,13,False,SandRidge Permian Trust
2011-10-30,13,False,SandRidge Permian Trust
2011-11-06,13,False,SandRidge Permian Trust
2011-11-13,38,False,SandRidge Permian Trust
2011-11-20,0,False,SandRidge Permian Trust
2011-11-27,25,False,SandRidge Permian Trust
2011-12-04,12,False,SandRidge Permian Trust
2011-12-11,0,False,SandRidge Permian Trust
2011-12-18,13,False,SandRidge Permian Trust
2011-12-25,0,False,SandRidge Permian Trust
2012-01-01,13,False,SandRidge Permian Trust
2012-01-08,12,False,SandRidge Permian Trust
2012-01-15,23,False,SandRidge Permian Trust
2012-01-22,59,False,SandRidge Permian Trust
2012-01-29,35,False,SandRidge Permian Trust
2012-02-05,35,False,SandRidge Permian Trust
2012-02-12,0,False,SandRidge Permian Trust
2012-02-19,0,False,SandRidge Permian Trust
2012-02-26,47,False,SandRidge Permian Trust
2012-03-04,23,False,SandRidge Permian Trust
2012-03-11,11,False,SandRidge Permian Trust
2012-03-18,12,False,SandRidge Permian Trust
2012-03-25,12,False,SandRidge Permian Trust
2012-04-01,12,False,SandRidge Permian Trust
2012-04-08,12,False,SandRidge Permian Trust
