date,SVI,isPartial,Issuer
2004-08-01,0,False,Rand Acquisition
2004-08-08,0,False,Rand Acquisition
2004-08-15,0,False,Rand Acquisition
2004-08-22,0,False,Rand Acquisition
2004-08-29,0,False,Rand Acquisition
2004-09-05,0,False,Rand Acquisition
2004-09-12,0,False,Rand Acquisition
2004-09-19,100,False,Rand Acquisition
2004-09-26,0,False,Rand Acquisition
2004-10-03,0,False,Rand Acquisition
2004-10-10,0,False,Rand Acquisition
2004-10-17,0,False,Rand Acquisition
2004-10-24,0,False,Rand Acquisition
2004-10-31,0,False,Rand Acquisition
2004-11-07,0,False,Rand Acquisition
2004-11-14,0,False,Rand Acquisition
2004-11-21,0,False,Rand Acquisition
2004-11-28,0,False,Rand Acquisition
2004-12-05,0,False,Rand Acquisition
2004-12-12,0,False,Rand Acquisition
2004-12-19,0,False,Rand Acquisition
2004-12-26,0,False,Rand Acquisition
2005-01-02,0,False,Rand Acquisition
2005-01-09,0,False,Rand Acquisition
2005-01-16,0,False,Rand Acquisition
2005-01-23,0,False,Rand Acquisition
2005-01-30,83,False,Rand Acquisition
2005-02-06,0,False,Rand Acquisition
2005-02-13,0,False,Rand Acquisition
2005-02-20,0,False,Rand Acquisition
2005-02-27,0,False,Rand Acquisition
2005-03-06,0,False,Rand Acquisition
2005-03-13,0,False,Rand Acquisition
2005-03-20,85,False,Rand Acquisition
2005-03-27,0,False,Rand Acquisition
2005-04-03,0,False,Rand Acquisition
2005-04-10,0,False,Rand Acquisition
2005-04-17,0,False,Rand Acquisition
2005-04-24,0,False,Rand Acquisition
2005-05-01,0,False,Rand Acquisition
2005-05-08,0,False,Rand Acquisition
2005-05-15,0,False,Rand Acquisition
2005-05-22,76,False,Rand Acquisition
2005-05-29,0,False,Rand Acquisition
2005-06-05,0,False,Rand Acquisition
2005-06-12,0,False,Rand Acquisition
2005-06-19,0,False,Rand Acquisition
2005-06-26,0,False,Rand Acquisition
2005-07-03,0,False,Rand Acquisition
2005-07-10,76,False,Rand Acquisition
2005-07-17,0,False,Rand Acquisition
2005-07-24,0,False,Rand Acquisition
2004-08-01,53,False,Digital Realty Trust
2004-08-08,0,False,Digital Realty Trust
2004-08-15,0,False,Digital Realty Trust
2004-08-22,0,False,Digital Realty Trust
2004-08-29,47,False,Digital Realty Trust
2004-09-05,0,False,Digital Realty Trust
2004-09-12,0,False,Digital Realty Trust
2004-09-19,0,False,Digital Realty Trust
2004-09-26,0,False,Digital Realty Trust
2004-10-03,0,False,Digital Realty Trust
2004-10-10,0,False,Digital Realty Trust
2004-10-17,0,False,Digital Realty Trust
2004-10-24,100,False,Digital Realty Trust
2004-10-31,43,False,Digital Realty Trust
2004-11-07,0,False,Digital Realty Trust
2004-11-14,48,False,Digital Realty Trust
2004-11-21,0,False,Digital Realty Trust
2004-11-28,40,False,Digital Realty Trust
2004-12-05,0,False,Digital Realty Trust
2004-12-12,0,False,Digital Realty Trust
2004-12-19,0,False,Digital Realty Trust
2004-12-26,57,False,Digital Realty Trust
2005-01-02,0,False,Digital Realty Trust
2005-01-09,0,False,Digital Realty Trust
2005-01-16,0,False,Digital Realty Trust
2005-01-23,0,False,Digital Realty Trust
2005-01-30,37,False,Digital Realty Trust
2005-02-06,0,False,Digital Realty Trust
2005-02-13,0,False,Digital Realty Trust
2005-02-20,38,False,Digital Realty Trust
2005-02-27,0,False,Digital Realty Trust
2005-03-06,0,False,Digital Realty Trust
2005-03-13,0,False,Digital Realty Trust
2005-03-20,0,False,Digital Realty Trust
2005-03-27,0,False,Digital Realty Trust
2005-04-03,0,False,Digital Realty Trust
2005-04-10,0,False,Digital Realty Trust
2005-04-17,0,False,Digital Realty Trust
2005-04-24,0,False,Digital Realty Trust
2005-05-01,0,False,Digital Realty Trust
2005-05-08,33,False,Digital Realty Trust
2005-05-15,0,False,Digital Realty Trust
2005-05-22,0,False,Digital Realty Trust
2005-05-29,68,False,Digital Realty Trust
2005-06-05,33,False,Digital Realty Trust
2005-06-12,0,False,Digital Realty Trust
2005-06-19,34,False,Digital Realty Trust
2005-06-26,0,False,Digital Realty Trust
2005-07-03,34,False,Digital Realty Trust
2005-07-10,0,False,Digital Realty Trust
2005-07-17,67,False,Digital Realty Trust
2005-07-24,0,False,Digital Realty Trust
